sira,sure,ayet,metin,hoca
58,2,51,Musa'yla kırk gece için sözleşmiştik. Ancak siz onun ardından kendinize zulmederek buzağıya hizmet ettiniz.[1],Edip Yüksel
59,2,52,"Bunlara rağmen,  şükredersiniz diye sizi affettik.",Edip Yüksel
60,2,53,Yola gelmeniz için de Musa'ya kitabı ve yasayı verdik.,Edip Yüksel
61,2,54,"Musa,  halkına demişti ki: ""Ey halkım,  sizler buzağıya hizmet etmekle nefsinize (kişilik,  öz,  ruh) zulmettiniz. Yaratıcınıza tövbe edin ve nefsinizi (egonuzu) öldürün/nefsinizle yüzleşin. Bu,  yaratıcınız katında sizin için daha iyidir."" O,  sizi affeder. Elbette O,  tövbeleri kabul edendir,  Rahim'dir.[1]",Edip Yüksel
62,2,55,"Bir zamanlar,  ""Ey Musa,  ALLAH'ı fiziksel olarak görmedikçe onaylamayız"" demiştiniz. Bakınıp dururken size yıldırım çarpmıştı.[1]",Edip Yüksel
63,2,56,"Sonra,  belki şükredersiniz diye ölümünüzün ardından sizi diriltmiştik.",Edip Yüksel
64,2,57,"Sizi bulutlarla gölgelendirmiş ve sizin için menna ve bıldırcın indirmiştik: ""Size verdiğimiz iyi rızıklardan yiyin."" Fakat onlar bize değil,  sadece kendilerine zulmediyorlardı.",Edip Yüksel
65,2,58,"""Bu şehre girin. Orada dilediğiniz yerden bol bol yiyin. Kapıdan alçak gönüllü olarak girin ve dostça konuşun ki hatalarınızı bağışlayalım. Güzel davrananlara daha fazlasını veririz"" demiştik.",Edip Yüksel
66,2,59,"Ancak içinizdeki zalimler,  kendilerine verilen kelimeleri başka kelimelerle değiştirdiler. Nitekim,  yoldan çıktıkları için zulmedenlerin üzerine gökten bir azap indirdik.",Edip Yüksel
67,2,60,"Musa,  bir zamanlar halkı için su aramıştı. ""Değneğinle taşa vur"" demiştik. Bunun üzerine taştan on iki pınar fışkırmıştı. Her kabile,  içmesi için ayrılan pınarı bilmişti: ""ALLAH'ın rızkından yiyin için,  yeryüzünde bozgunculuk ve düzenbazlık yapmayın.""",Edip Yüksel
68,2,61,"Fakat siz,  ""Musa! Artık tek bir çeşit yiyeceğe dayanamayacağız. Efendini bizim için çağır da bize fasulye,  kabak,  sarımsak,  mercimek,  soğan gibi toprağın bitirdiğinden yetiştirsin"" demiştiniz de,  ""İyi olanı daha düşük olanla mı (özgürlüğü kölelikle mi) değiştirmek istiyorsunuz? İsterseniz Mısır'a geri dönün,  orada aradığınızı bulabilirsiniz!"" demişti. Böylece alçaklık ve yoksulluğa mahkûm edildiler ve ALLAH'ın gazabına uğradılar. Çünkü onlar ALLAH'ın ayetlerine karşı sürekli nankörce davranıyorlar,  peygamberleri haksız yere öldürüyorlardı. Çünkü onlar,  karşı gelip taşkınlıkta bulunuyorlardı.[1]",Edip Yüksel
69,2,62,"Gerçeği onaylayanlar,  Yahudiler,  Hıristiyanlar ve diğer dinlerden her kim: ALLAH'ı ve ahiret gününü onaylar ve erdemli bir hayat sürdürürse,  onların ödülleri Efendi'leri katındadır. Onlar için korku ve üzüntü yoktur.",Edip Yüksel
70,2,63,"Sina dağını üzerinize kaldırarak bir zamanlar sizden söz almıştık: ""Size verdiğimize kuvvetle sarılın,  içindekileri hatırlayın ki korunasınız"" demiştik.",Edip Yüksel
71,2,64,Fakat bundan sonra da yüz çevirdiniz. ALLAH'ın size bol nimeti ve merhameti olmasaydı kaybederdiniz.,Edip Yüksel
72,2,65,"Sizden Cumartesi yasağını çiğneyenleri elbette biliyorsunuz. Onlara ""Aşağılık maymunlar olun"" dedik.[1]",Edip Yüksel
73,2,66,Bu cezayı çağdaşlarına ve sonraki kuşaklara bir ibret ve erdemli insanlar için de bir öğüt yaptık.,Edip Yüksel
74,2,67,"Hani,  Musa halkına: ""ALLAH bir inek boğazlamanızı emrediyor"" demişti. ""Bizimle alay mı ediyorsun"" deyince de ""Cahilce davranmaktan ALLAH'a sığınırım"" dedi.[1]",Edip Yüksel
75,2,68,"""Bizim için Efendini çağır da onun niteliğini bize açıklasın"" dediler. ""O diyor ki,  o ne kart ne körpe,  ikisinin ortasında bir düvedir. Size emredileni yapın"" dedi.",Edip Yüksel
76,2,69,"""Bizim için Efendini çağır da onun rengini de açıklasın"" dediler. ""O diyor ki,  o rengi parlak sarı bir düvedir,  bakanların içini açar"" dedi.",Edip Yüksel
77,2,70,"""Bizim için Efendini çağır da,  onun niteliğini bize daha da açıklasın. Çünkü düveler bizce birbirine benziyor. ALLAH dilerse yolu buluruz"" dediler.",Edip Yüksel
78,2,71,"""O diyor ki,  o düve yeri sürüp ekini sulayarak boyunduruk altında ezilmemiş,  kusursuz,  alacasız bir düvedir"" dedi. ""İşte şimdi gerçeği getirdin!"" diyerek sonunda düveyi boğazladılar; az kalsın bunu yapmayacaklardı.",Edip Yüksel
79,2,72,Hani bir kişiyi öldürmüş ve suçu birbirinize atmıştınız. Oysa ALLAH gizlediklerinizi açığa çıkaracaktı.,Edip Yüksel
80,2,73,"""Bir parçasıyla ona vurun"" dedik. İşte,  ALLAH ölüleri böyle diriltir ve düşünesiniz diye ayetlerini böyle gösterir.[1]",Edip Yüksel
81,2,74,"Tüm bunlara rağmen yine kalpleriniz katılaştı; taş gibi,  hatta daha katı. Çünkü öyle taşlar var ki kendisinden ırmaklar fışkırır. Bazıları yarılır,  bağrından su çıkarır. Bazıları ise ALLAH'a olan saygıdan dolayı siner. ALLAH yaptıklarınızdan habersiz değildir.",Edip Yüksel
82,2,75,"Onların sizi onaylayacaklarını mı umuyorsunuz? Halbuki onların bir kısmı,  ALLAH'ın sözünü işitip kavradıktan sonra,  bile bile çarpıtıp tahrif ederlerdi.",Edip Yüksel
83,2,76,"Gerçeği onaylayanlarla karşılaşınca,  ""Gerçeği onayladık"" derler; baş başa kaldıklarında ise ""Efendiniz katında size karşı delil olarak kullanmaları için,  ALLAH'ın size açıkladığını mı onlara anlatıyorsunuz,  akletmez misiniz"" derler.",Edip Yüksel
84,2,77,Bilmezler mi ki ALLAH gizledikleri ve açıkladıkları her şeyi biliyor?,Edip Yüksel
85,2,78,Aralarında ümmiler var ki kuruntu ve söylentilerin dışında kitabı bilmezler; bildiklerini zannederler.[1],Edip Yüksel
86,2,79,Kitab'ı elleriyle yazdıktan sonra onu ucuz bir fiyata satmak için onun ALLAH'tan olduğunu söyleyenlerin vay haline. Ellerinin yazdığından dolayı vay haline onların. Kazandıklarından dolayı vay haline onların!,Edip Yüksel
87,2,80,"""Sayılı bir kaç gün dışında ateş bize değmeyecek"" dediler. De ki: ""ALLAH'tan böyle bir söz mü aldınız -ki ALLAH verdiği sözden dönmez- yoksa ALLAH adına bilmediğiniz bir şeyi mi söylüyorsunuz?""",Edip Yüksel
88,2,81,"Evet,  günah işleyip suçu kendisini kuşatan kimseler ateş halkıdır; orada sürekli kalırlar.",Edip Yüksel
89,2,82,Gerçeği onaylayıp erdemli bir hayat sürenler ise bahçe halkıdır; onlar da orada sürekli kalırlar.,Edip Yüksel
90,2,83,"İsrail oğullarndan şöyle söz almıştık: ALLAH'tan başkasına hizmet etmeyecek,  anaya babaya,  yakınlara,  yetimlere ve yoksullara iyilik edeceksiniz. İnsanlarla dostça konuşacaksınız. Salatı gözetecek,  zekatı vereceksiniz. Fakat bundan sonra pek azınız hariç geri döndünüz.",Edip Yüksel
91,2,84,Birbirinizin kanını dökmeyeceksiniz ve birbirinizi yurtlarından çıkarmayacaksınız diye de sizden söz almıştık. Bunu kabul etmiş ve tanık olmuştunuz.,Edip Yüksel
92,2,85,"Tüm bunlardan sonra,  sizler hala birbirinizi öldürüyor,  aranızdan bir grubu yurtlarından çıkarıyor,  kötülük ve düşmanlıkta onlara karşı birleşiyorsunuz. Onları yurtlarından çıkarmanız zaten size haramken,  bu yetmiyormuş gibi size esir düştüklerinde bir de onlardan fidye istiyorsunuz. Yoksa siz kitabın bir kısmını onaylayıp bir kısmını inkar mı ediyorsunuz? Böyle davrananların cezası dünya hayatında rezil olmak ve Diriliş Gününde de azabın en çetinine uğratılmaktan başka ne olabilir? ALLAH yaptıklarınızdan gafil değil.",Edip Yüksel
93,2,86,"Onlar,  ahiret karşılığında dünya hayatını satın alan kimselerdir. Bu yüzden azapları hafifletilmez ve kendilerine yardım edilmez.",Edip Yüksel
94,2,87,"Musa'ya kitabı verdik ve ondan sonra ard arda elçiler gönderdik. Meryem oğlu İsa'ya da apaçık deliller verdik ve onu Kutsal Ruh ile destekledik. Hoşunuza gitmeyen bir şeyle ne zaman size bir elçi geldiyse büyüklük taslamadınız mı? Nitekim,  bir kısmınız yalanladınız ve bir kısmınız da öldürüyordunuz.",Edip Yüksel
95,2,88,"Hatta ""Sabit fikirliyiz"" dediler. Halbuki,  inkarlarından dolayı ALLAH onları lanetlemişti! Bu yüzden onların pek azı gerçeği onaylar.",Edip Yüksel
96,2,89,"İnkarcılara karşı yardım beklemelerine rağmen,  onlara ALLAH katından yanlarındakini doğrulayıcı bir kitap,  bu bekledikleri şey,  kendilerine gelince onu inkar ettiler. ALLAH'ın laneti,  inkarcılara olsun!",Edip Yüksel
97,2,90,"ALLAH'ın,  lütfunu kullarından dilediğine indirmesini çekemeyerek ALLAH'ın indirdiğini inkar etmek için kişiliklerini satmaları ne kötü! Böylece gazap üstüne gazaba uğradılar. Kafirlere alçaltıcı bir azap var.",Edip Yüksel
98,2,91,"Kendilerine,  ""ALLAH'ın indirdiğini onaylayın"" denildiğinde,  ""Bize indirileni onaylarız"" diyerek ondan sonrasını inkar ederler. Oysa bu,  yanlarında bulunanı doğrulayan gerçektir. ""Gerçeği onayladı iseniz,  neden daha önce ALLAH'ın peygamberlerini öldürüyordunuz"" de.",Edip Yüksel
99,2,92,"Musa,  size mucizelerle gelmişti; fakat onun ardından buzağıyı tanrı edinerek zalimlerden oldunuz.",Edip Yüksel
100,2,93,"Hani üzerinize Tur dağını kaldırıp sizden söz almıştık: ""Size verdiğim emirlere sıkıca sarılın ve dinleyin."" Fakat ""Dinledik ve karşı geldik"" dediler. İnkarlarından dolayı kalpleri buzağı ile kandı. De ki: ""Onaylamışsanız,  onayınız size ne de kötü yön veriyor!""",Edip Yüksel
101,2,94,"De ki: ""İleri sürdüğünüz gibi,  ahiret yurdu ALLAH tarafından hiç kimseye değil sadece size ayrılmışsa ve bu savınızda samimi iseniz haydi ölümü isteyin!""",Edip Yüksel
102,2,95,Ellerinin işlediklerinden ötürü bunu asla dilemeyeceklerdir. ALLAH zalimleri bilir.,Edip Yüksel
103,2,96,"Onları,  yaşamaya en düşkün insanlar olarak bulacaksın; putperestlerden bile fazla... Onlardan her biri bin sene yaşamak ister. Oysa,  uzun yaşaması onu azaptan uzaklaştırmaz. ALLAH yaptıklarını görendir.",Edip Yüksel
104,2,97,"Şunu de: ""Kendinden öncekileri doğrulayıcı,  iman edenlere yol gösterici ve müjde olarak ALLAH'ın izniyle bunu kalbine indiren Cibril'e her kim düşman olursa,",Edip Yüksel
105,2,98,"""Evet,  ALLAH'a,  meleklerine,  elçilerine,  Cibril'e ve Mikail'e kim düşman olursa bilsin ki ALLAH da kafirlerin düşmanıdır.""",Edip Yüksel
106,2,99,Sana apaçık ayetler indirdik. Yoldan çıkmış olanlardan başkası onları inkar etmez.,Edip Yüksel
107,2,100,Her ne zaman bir anlaşma yaptılarsa onlardan bir grup onu bozup atmadı mı? Zaten onların çoğu gerçeği onaylamaz.,Edip Yüksel
108,2,101,"Yanlarındakini doğrulayan bir elçi ALLAH tarafından görevli olarak kendilerine gelince,  kitap verilenlerin bazısı,  ALLAH'ın kitabını sırtlarının ardına attı. Bilmezlermiş gibi...",Edip Yüksel
109,2,102,"Süleyman'ın otoritesi hakkında sapkınların anlattığına uydular. Oysa Süleyman inkar etmedi; halka büyücülüğü ve Babil'de Harut ve Marut adlı iki meleğe indirileni öğreten sapkınlar inkar etmişti. Bu ikisi: ""Bu bir sınavdır,  nankör olmayın!"" demeden kimseye onu öğretmezlerdi. Fakat o ikisinden öğrendiklerini,  koca ile karısının arasını açmak için kullandılar. Oysa ALLAH'ın izni olmadan onlar hiç kimseye bir zarar veremezdi. Kendilerine yarar vereni değil,  zarar vereni öğreniyorlardı. Üstelik,  ona müşteri olanların ahirette bir payı olmadığını da iyi biliyorlardı. Karşılığında kişiliklerini sattıkları şey ne kötü. Bir bilselerdi![1]",Edip Yüksel
110,2,103,Onlar gerçeği onaylayıp günahlardan sakınmış olsalardı elbette ALLAH'tan alacakları ödül çok daha hayırlı olurdu. Bir bilselerdi!,Edip Yüksel
111,2,104,"Gerçeği onaylayanlar! ""Bize çobanlık et (raina)"" demeyin; ""Bizi gözetiniz (unzurna)"" deyin ve dinleyin. İnkarcılar için acı bir azap var.[1]",Edip Yüksel
112,2,105,"Kitaplıların inkarcıları da,  putperestler de Efendinizden size bir iyilik indirilmesini istemez. ALLAH rahmetini dilediğine verir. ALLAH büyük lütuf sahibidir.",Edip Yüksel
113,2,106,Daha iyisini veya benzerini getirmedikçe bir mucize veya şeriatı yürürlükten kaldırmaz veya unutturmayız. ALLAH'ın her şeye gücü yettiğini bilmez misin?[1],Edip Yüksel
114,2,107,"Yerin,  göklerin egemenliğinin ALLAH'a ait olduğunu ve ALLAH'tan başka bir sahip ve yardımcın olmadığını bilmez misin?",Edip Yüksel
115,2,108,"Daha önce Musa'dan istendiği gibi,  siz de elçinizden isteklerde mi bulunmayı arzuluyorsunuz? Kim gerçeği onaylamayı inkar ile değiştirirse o doğru yolu kaybetmiştir.",Edip Yüksel
116,2,109,"Kitap ehlinin birçoğu,  gerçek kendilerine belli olduğu halde,  özlerindeki kıskançlıktan ötürü sizi onayınızdan sonra inkara döndürmeyi arzular. ALLAH emrini getirinceye kadar onları affediniz,  tolerans gösteriniz. ALLAH her şeye gücü yetendir.",Edip Yüksel
117,2,110,"Salatı gözetin,  zekatı verin. Kendiniz için yapıp gönderdiğiniz her iyiliği elbette ALLAH katında bulacaksınız. ALLAH yaptığınız her şeyi görür.",Edip Yüksel
118,2,111,"""Yahudi veya Hıristiyanlardan başkası bahçeye giremez"" dediler. Bu,  onların kuruntusudur. De ki: ""Doğru sözlüler iseniz delilinizi getirin.""[1]",Edip Yüksel
119,2,112,"Doğrusu,  kim iyilik yaparak kendini ALLAH'a teslim ederse,  onun ödülü Efendisinin yanındadır; onlara korku yoktur ve onlar üzülmeyecektir.",Edip Yüksel
120,2,113,"Yahudiler: ""Hıristiyanların bir temeli yok"" derken,  Hıristiyanlar da: ""Yahudilerin bir temeli yok"" dediler. Oysa hepsi de kitabı okuyorlar. Cahiller de tıpkı onlar gibi konuşur. Diriliş günü ALLAH ayrılığa düştükleri konularda aralarında hüküm verecektir.",Edip Yüksel
121,2,114,"ALLAH'ın mescitlerinde,  O'nun isminin anılmasına engel olan ve oraların yıkılması için çalışan kimseden daha kötü kim olabilir? Halbuki onların oralara ancak korkarak girmeleri gerekir. Onlar için dünyada rezillik,  ahirette de büyük azap var.",Edip Yüksel
122,2,115,Doğu da batı da ALLAH'ındır. Nereye yönelirseniz ALLAH'ın yüzü oradadır. ALLAH her şeyi kuşatan ve her şeyi bilendir.,Edip Yüksel
123,2,116,"""ALLAH çocuk edindi"" dediler. Haşa,  O yücedir. Göklerde ve yerde olanların hepsi O'nundur,  hepsi O'na boyun eğmiştir.",Edip Yüksel
124,2,117,"Gökleri ve yeri yoktan var edendir. Bir işin olmasını dilerse,  ona sadece ""Ol"" der ve olur.",Edip Yüksel
125,2,118,"Cahiller,  ""ALLAH bizimle konuşmalı veya bize bir ayet gelmeli değil miydi"" dediler. Daha öncekiler de onlar gibi konuşmuşlardı. Kafaları birbirine benziyor. Biz ayetleri,  onaylayacak olanlara sergileriz.[1]",Edip Yüksel
126,2,119,"Biz seni,  gerçekle,  müjdeleyici ve uyarıcı olarak gönderdik. Cehennem halkından sen sorumlu değilsin.",Edip Yüksel
127,2,120,"Dinlerine girmedikçe ne Yahudiler,  ne de Hıristiyanlar,  senden hoşnut olmazlar. De ki: ""Doğru yol ALLAH'ın yoludur."" Sana gelen bilgiden sonra onların fantezilerine uyarsan ALLAH'a karşı seni savunacak ne bir dost ne de bir destekleyici bulamazsın.",Edip Yüksel
128,2,121,Kendilerine verdiğimiz kitabı gereği gibi izleyenler bu gerçeği onaylar; inkar edenlerse kaybeder.,Edip Yüksel
129,2,122,"İsrail oğullar,  size verdiğim nimetimi ve diğer halklardan daha çok size bağışta bulunduğumu hatırlayın.",Edip Yüksel
130,2,123,"Kimsenin kimseden yana bir şey ödeyemediği,  hiç kimseden fidye alınmadığı ve hiç kimseye aracılığın (şefaat) yarar sağlamadığı ve yardımın kesildiği bir günden sakının.",Edip Yüksel
131,2,124,"Efendisi,  bir zamanlar İbrahim'i birtakım kelimelerle sınamış; o da onları tamamlamıştı: ""Seni insanlara önder yapacağım"" demişti. ""Soyumdan da?.."" deyince,  ""Zalimler benim sözüme dahil olmaz"" buyurmuştu.[1]",Edip Yüksel
132,2,125,"Ev'i halk için bir odak noktası ve bir güven yeri kıldık. İbrahim'in makamını bir salat (dayanışma) yeri olarak kullanın. ""Ziyaretçiler,  kendini ibadete verenler ve eğilip secde edenler için ikiniz Evimi temiz tutun"" diye İbrahim ve İsmail'i görevlendirmiştik.",Edip Yüksel
133,2,126,"İbrahim,  ""Efendim,  burayı güvenlik yeri kıl. ALLAH'ı ve ahiret gününü onaylayan sakinlerine ürünlerle rızık ver"" deyince,  ""İnkar edene de rızık vereceğim. Onu kısa bir süre geçindirir,  sonra onu ateş cezasına mahkûm ederim. Ne kötü bir uğrak yeridir orası!"" dedi.",Edip Yüksel
134,2,127,"İbrahim,  İsmail ile birlikte Ev'in temellerini yükseltiyor: ""Efendimiz,  bizden kabul et,  şüphesiz sen İşitensin,  Bilensin.""",Edip Yüksel
135,2,128,"""Efendimiz,  ikimizi sana barış içinde teslim olanlar (Müslümanlar) yap. Soyumuzdan da sana barış içinde teslim olan bir topluluk çıkar. Bize nasıl ibadet edeceğimizi göster,  sana yönelmemizi kabul et,  kuşkusuz sen yönelişleri kabul edensin,  Rahimsin.""",Edip Yüksel
