sira,sure,ayet,metin,hoca
21,2,14,"Bir de iman edenlerle karşılaştıklarında: ""Biz de inandık"" derler. Kendi şeytanları ile başbaşa kaldıklarında: ""Emin olun biz sizinle beraberiz, biz ancak alay ediyoruz."" derler.",Elmalılı (sadeleştirilmiş)
22,2,15,Asıl Allah onlarla alay ediyor ve taşkınlıkları içinde bocalarlarken kendilerini sürükleyip götürüyor.,Elmalılı (sadeleştirilmiş)
23,2,16,İşte bunlar öyle kimselerdir ki hidayet karşılığında sapıklığı satın almışlardır da ticaretleri kar etmemiştir. Kar yolunu tutmuş da değillerdir.,Elmalılı (sadeleştirilmiş)
24,2,17,"Bunların durumu, bir ateş yakmak isteyen kimsenin durumuna benzer. Ateş, çevresindekileri aydınlatınca Allah, nurlarını gideriverip kendilerini karanlıklar içinde bırakır. Artık bunlar görmezler.",Elmalılı (sadeleştirilmiş)
25,2,18,"Sağırdırlar, dilsizdirler, kördürler. Artık bunlar, dönmezler.",Elmalılı (sadeleştirilmiş)
26,2,19,"Yahut bunların durumu karanlıklar, gürleme ve şimşekler içinde gökten boşanan bir yağmura tutulmuş kimsenin durumu gibidir. Ölüm korkusuyla parmaklarını kulaklarına tıkıyorlar. Allah kafirleri kuşatmıştır.",Elmalılı (sadeleştirilmiş)
27,2,20,"Şimşek neredeyse gözlerini kapıverecek; önlerini aydınlatınca ışığında yürüyorlar, karanlıklar üzerlerine çökünce de dikilip kalıyorlar. Allah dileseydi işitme ve görmelerini alıverirdi. Şüphe yok ki, Allah her şeye gücü yetendir.",Elmalılı (sadeleştirilmiş)
28,2,21,"Ey insanlar, sizi ve sizden öncekileri yaratmış olan Rabbinize kulluk ve ibadet ediniz ki, gerçek korunanlardan olasınız!",Elmalılı (sadeleştirilmiş)
29,2,22,"O, öyle bir lütufkardır ki, sizin için yeri bir döşek, göğü bir bina yaptı ve sizin için gökten bir su indirdi de onunla çeşitli mahsullerden size bir rızık çıkardı. Siz de artık bile bile tutup da Allah'a ortaklar koşmayın.",Elmalılı (sadeleştirilmiş)
30,2,23,"Eğer kulumuza parça parça indirdiğimiz Kur'an'dan şüphe ediyorsanız, haydi onun gibisinden bir sure meydana getirin ve Allah'tan başka güvendiklerinizin hepsini çağırın, eğer iddianızda doğru iseniz.",Elmalılı (sadeleştirilmiş)
31,2,24,Fakat yapamazsanız -ki hiç bir zaman yapamayacaksınız- o halde kafirler için hazırlanan -çırası insanlarla taşlar olan- o ateşten sakının!,Elmalılı (sadeleştirilmiş)
32,2,25,"İman edip iyi amel işleyenleri müjdele! Kendileri için altlarından ırmaklar akan cennetler var. Onlara her hangi bir meyveden bir rızık yedirilince onlar, her defasında: ""Bu bizim önceden yediğimiz şeydir."" diyecekler; oysa ona benzer olarak sunulacaklar. Kendileri için orada tertemiz zevceler de var. Onlar orada ebedi kalacaklar.",Elmalılı (sadeleştirilmiş)
33,2,26,"Allah bir sivrisineği, hatta üstündekini örnek vermekten sıkılmaz. İman edenler bunun Rablerinden bir gerçek olduğunu bilirler. Kafirler ise: ""Allah böyle bir örnek ile ne demek istemiş?"" derler. Evet! Allah onunla bir çoğunu da şaşırtır, yine onunla bir çoğunu yola getirir. Onunla ancak fasıkları şaşırtır",Elmalılı (sadeleştirilmiş)
34,2,27,"ki Allah'a kesin söz verdikten sonra bozarlar, Allah'ın riayet edilmesini emrettiği ilişkileri keser ve yeryüzünde bozgunculuk yaparlar. İşte onlar, hep o hüsrana düşenlerdir.",Elmalılı (sadeleştirilmiş)
35,2,28,"Allah'a nasıl küfrediyorsunuz ki, ölü iken sizleri diriltti. Sonra sizleri yine öldürecek, sonra sizleri yine diriltecek, sonra da döndürülüp O'na götürüleceksiniz!",Elmalılı (sadeleştirilmiş)
36,2,29,"O öyle bir yaratıcıdır ki, yerde ne varsa hepsini sizin için yarattı; sonra iradesini göğe yöneltip onları yedi gök olarak düzenledi. O, her şeyi pek iyi bilendir.",Elmalılı (sadeleştirilmiş)
37,2,30,"Düşün ki, Rabbin meleklere: ""Muhakkak Ben, yeryüzünde bir halife tayin edeceğim."" dediği vakit, ""Biz seni tesbih ve takdis edip dururken orada fesat çıkaracak ve kanlar akıtacak bir yaratık mı yaratacaksın?"" dediler. ""Her halde Ben sizin bilmeyeceğiniz şeyleri bilirim!"" buyurdu.",Elmalılı (sadeleştirilmiş)
38,2,31,"Ve Adem'e bütün isimleri öğretti. Sonra o isimlerin delalet ettiği şeyleri meleklere gösterip: ""Haydi davanızda doğru iseniz, Bana şunları isimleriyle haber verin!"" buyurdu.",Elmalılı (sadeleştirilmiş)
39,2,32,"Melekler: ""Seni bütün eksikliklerden tenzih ederiz Ya Rab! Bizim için, senin bize bildirdiğinden başka bilgi mümkün değildir. O her şeyi bilen hüküm sahibi sadece Sensin Sen!"" dediler.",Elmalılı (sadeleştirilmiş)
40,2,33,"Ey Adem, bunlara onları isimleriyle haber ver! buyurdu. Bu emir üzerine Adem, onlara isimleriyle bunları haber verince buyurdu ki: ""Size demedim mi Ben her halde göklerin ve yerin sırrını bilirim! Ve sizin açıkladığınız ve gizlediğiniz şeyleri de biliyorum!""",Elmalılı (sadeleştirilmiş)
41,2,34,"Ve o vakit meleklere: ""Adem için secde edin!"" dedik, derhal secde ettiler. Ancak İblis dayattı, kibrine yediremedi, zaten o kafirlerden idi.",Elmalılı (sadeleştirilmiş)
42,2,35,"Ve dedik ki: ""Ey Adem, sen ve eşin cennete yerleşin, ikiniz de orada dilediğiniz yerde bol bol yiyin, ancak şu ağaca yaklaşmayın ki, haddini aşan zalimlerden olmayasınız.""",Elmalılı (sadeleştirilmiş)
43,2,36,"Bunun üzerine şeytan onları oradan kaydırdı, ikisini de bulundukları o bolluk içindeki yerden çıkardı. Biz de: ""Haydi kiminiz kiminize düşman olarak inin ve yerde bir zamana kadar kalıp nasibinizi alacaksınız."" dedik.",Elmalılı (sadeleştirilmiş)
44,2,37,Bu ara Adem Rabbinden bir takım kelimeler belleyip O'na yalvardı. O da tevbesini kabul buyurup ona yine baktı. Gerçekten tevbeyi çok kabul eden ve çok merhamet eden ancak O'dur!,Elmalılı (sadeleştirilmiş)
45,2,38,"Dedik ki: ""Hepiniz oradan inin!"" Sonra Benden size ne zaman bir yol gösterici gelir de kim o yol göstericinin izince giderse, onlara bir korku yoktur ve onlar mahzun da olmayacaklardır.",Elmalılı (sadeleştirilmiş)
46,2,39,"Küfre sapanlar ve ayetlerimize yalan diyenler ise, işte bunlar ateşin arkadaşlarıdır, onlar orada ebedi kalacaklardır.",Elmalılı (sadeleştirilmiş)
47,2,40,"Ey israiloğulları, size lütfettiğim nimetimi hatırlayın, Bana verdiğiniz sözü yerine getirin ki Ben de size olan ahdimi yerine getireyim ve artık Benden korkun Benden",Elmalılı (sadeleştirilmiş)
48,2,41,"Ve beraberinizdekini tasdik edici olarak indirdiğim Kur'an'a iman edin, O'na inanmayanların ilki siz olmayın, ayetlerimi de bir kaç paraya değiştirmeyin ve Benden sakının artık Benden!",Elmalılı (sadeleştirilmiş)
49,2,42,Hakkı batıla karıştırıp da bile bile hakkı gizlemeyin!,Elmalılı (sadeleştirilmiş)
50,2,43,"Namazı dosdoğru kılın, zekatı verin ve rüku edenlerle birlikte siz de rüku edin!",Elmalılı (sadeleştirilmiş)
51,2,44,Kitab (Tevrat)'ı okuduğunuz halde insanlara iyiliği emreder de kendinizi unutur musunuz? Artık akıllanmayacak mısınız?,Elmalılı (sadeleştirilmiş)
52,2,45,Bir de sabır ve namazla yardım isteyin. gerçi bu ağır gelir; ancak saygılı kimselere değil.,Elmalılı (sadeleştirilmiş)
53,2,46,"Onlar ki, kendilerinin gerçekten Rablerine kavuşacaklarına ve ancak O'na döneceklerine inanırlar.",Elmalılı (sadeleştirilmiş)
54,2,47,"Ey İsrailoğulları, size ihsan ettiğim nimetimi ve vaktiyle sizi diğer varlıklara üstün yaptığımı hatırlayın.",Elmalılı (sadeleştirilmiş)
55,2,48,"Ve kimsenin kimseden bir şey ödeyemeyeceği, kimseden şefaatin kabul olunmayacağı, kimseden fidyenin alınmayacağı ve kimsenin kurtarılamayacağı bir günden sakının!",Elmalılı (sadeleştirilmiş)
56,2,49,"Hem hatırlayın ki, bir zaman sizi Firavun'un ailesinden kurtardık. Size azabın en kötüsünü reva görüyor, oğullarınızı boğazlıyor ve kızlarınızı sağ bırakıyorlardı. Ve bunda size Rabbiniz tarafından büyük bir imtihan vardı.",Elmalılı (sadeleştirilmiş)
57,2,50,"Ve bir vakit sizin için denizi yardık, sizi kurtardık da Firavun'un adamlarını boğuverdik, sizler de bakıp duruyordunuz.",Elmalılı (sadeleştirilmiş)
58,2,51,"Ve bir vakit Musa'ya kırk gece (Tur'da kalmak ve sonra kendisine Tevrat verilmek üzere) sözleştik. Sonra siz, onun arkasından kendinize zulmederek buzağıya taptınız.",Elmalılı (sadeleştirilmiş)
59,2,52,"Sonra bunun arkasından da sizi bağışladık, artık şükretmeniz gerekiyordu.",Elmalılı (sadeleştirilmiş)
60,2,53,"Ve bir vakit Musa'ya o Kitab'ı ve Furkan'ı verdik, gerekirdi ki, doğru yolda gidesiniz.",Elmalılı (sadeleştirilmiş)
61,2,54,"Ve bir vakit Musa, kavmine dedi ki: ""Ey kavmim, cidden siz o buzağıya tapmakla kendinize zulmettiniz. Gelin yaratanınıza dönün, tevbe edin de nefislerinizi öldürün. Böyle yapmanız yaratanınız yanında sizin için hayırlıdır."" Böylece tevbenizi kabul buyurdu. Gerçekten O, tevbeleri çok kabul eden, devamlı merhamet edendir.",Elmalılı (sadeleştirilmiş)
62,2,55,"Ve bir vakit: ""Ey Musa, biz Allah'ı açıkça görmedikçe, senin sözüne kesinlikle inanmayacağız."" dediniz. Bunun üzerine sizi o yıldırım yakalayıverdi; siz de bakakalmıştınız.",Elmalılı (sadeleştirilmiş)
63,2,56,Sonra şükredesiniz diye sizi ölümünüzden sonra yine dirilttik.,Elmalılı (sadeleştirilmiş)
64,2,57,"Ve üstünüze o bulutu gölgelik yaptık ve size verdiğimiz güzel rızıklardan yiyin diye üzerinize hem kudret helvası, hem de bıldırcın indirdik. Bize zulmetmediler, belki kendilerine ediyorlardı.",Elmalılı (sadeleştirilmiş)
65,2,58,"Ve bir vakit: ""Şu şehre girin de nimetlerinden dilediğiniz şekilde bol bol yiyin ve secde ederek kapıdan girin ""günahlarımızı bağışla"" deyin ki, size günahlarınızı mağfiret ediverelim, iyilik edenlere ise (nimetlerimizi) daha artıracağız"" dedik.",Elmalılı (sadeleştirilmiş)
66,2,59,"Derken o zulmedenler sözü değiştirdiler, kendilerine söylendiğinden başka bir şekle koydular. Biz de o zalimlere kötülük yaptıkları için gökten pis bir azap indirdik.",Elmalılı (sadeleştirilmiş)
67,2,60,"Ve bir vakit Musa, kavmi için su dileğinde bulunmuştu, Biz de: ""Asan ile taşa vur!"" demiştik. Bunun üzerine ondan on iki pınar fışkırdı. Her kısım insanlar kendi su alacağı kaynağı bildi. Allah'ın rızkından yiyin, için de bozgunculuk yaparak yeryüzünü fesada vermeyin!",Elmalılı (sadeleştirilmiş)
68,2,61,"Ve bir vakit: ""Ey Musa, biz tek çeşit yemeğe asla katlanamayacağız, artık bizim için rabbine dua et, bize yerin yetiştirdiği şeylerden; sebzesinden, kabağından, sarımsağından, mercimeğinden, soğanından çıkarsın."" dediniz. (O da): ""O üstün olanı daha aşağı olanla değişmek mi istiyorsunuz? Bir kasabaya inin, o vakit size istediğiniz olacaktır."" dedi. Üzerlerine de zillet ve meskenet damgası basıldı ve sonunda Allah'tan bir gazaba uğradılar. Evet öyle oldu, çünkü Allah'ın ayetlerini inkar ediyorlar ve haksız olarak peygamberleri öldürüyorlardı. Evet öyle oldu, çünkü isyana daldılar ve aşırı gidiyorlardı.",Elmalılı (sadeleştirilmiş)
69,2,62,"Şüphe yok ki, iman edenler, yahudiler, hıristiyanlar ve Sabiiler; bunlardan her kim Allah'a ve ahiret gününe gerçekten iman eder ve iyi bir amel işlerse, elbette bunların Rableri yanında mükafatları vardır. Bunlara bir korku yoktur ve bunlar mahzun da olmayacaklardır.",Elmalılı (sadeleştirilmiş)
70,2,63,"Bir vakit de sizden söz almıştık ve Tur'u üstünüze kaldırıp demiştik ki: ""Verdiğimiz Kitab'a sımsıkı sarılın ve içindekilerden gafil olmayın ki, günahtan sakınmış olasınız.""",Elmalılı (sadeleştirilmiş)
71,2,64,Sonra onun arkasından yine yüz çevirdiniz. Eğer üzerinizde Allah'ın lütuf ve rahmeti olmasaydı her halde zarara uğrayanlardan olurdunuz.,Elmalılı (sadeleştirilmiş)
72,2,65,"İçinizden cumartesi istirahat günü yasağını çiğneyenleri elbette bilirsiniz. Biz onlara: ""Sefil maymunlar olun!"" dedik.",Elmalılı (sadeleştirilmiş)
73,2,66,Ve bu cezayı önündekilere ve sonrakilere bir ibret dersi ve korunacaklara da bir öğüt ve nasihat yaptık.,Elmalılı (sadeleştirilmiş)
74,2,67,"Bir vakit de Musa, kavmine demişti ki: ""Allah size bir sığır boğazlamanızı emrediyor."" Onlar da: ""Ay! Bizimle eğlenip alay mı ediyorsun?"" dediler. O da: ""O gibi cahillerden olmaktan Allah'a sığınırım."" dedi.",Elmalılı (sadeleştirilmiş)
75,2,68,"Onlar: ""Bizim için Rabbine dua et onun ne olduğunu bize açıklasın."" dediler. O da: ""Rabbim şöyle buyuruyor: ""Bir sığır ki ne yaşlı, ne de genç, ikisi ortası bir dinç. Haydi emrolunduğunuz işi yapın!"" dedi.",Elmalılı (sadeleştirilmiş)
76,2,69,"Onlar: ""Bizim için Rabbine dua et rengini bize açıklasın"" dediler. O da: ""Rabbim şöyle buyuruyor: Rengi bakanlara sürur veren sapsarı bir sığır."" dedi.",Elmalılı (sadeleştirilmiş)
77,2,70,"Onlar: ""Bizim için Rabbine dua et, onu bize iyice açıklasın; çünkü o sığır bize karışık geldi. Bununla beraber Allah dilerse elbette onu buluruz."" dediler.",Elmalılı (sadeleştirilmiş)
78,2,71,"O da: ""Rabbim şöyle buyuruyor: O, ne koşulup toprağı süren, ne de ekin sulayan, salma gezen ve hiç alacası olmayan bir sığırdır."" dedi. Onlar da: ""İşte tam şimdi gerçeği ortaya koydun."" dediler. Bunun üzerine o sığırı (bulup) boğazladılar. Neredeyse yapmayacaklardı.",Elmalılı (sadeleştirilmiş)
79,2,72,"Ve o vakit birini öldürmüştünüz de, katili hakkında birbirinizle atışmış, üstünüzden atmıştınız. Halbuki Allah gizlemiş olduğunuzu açığa çıkaracaktı.",Elmalılı (sadeleştirilmiş)
80,2,73,"Onun için dedik ki: ""O sığırın bir parçasıyla öldürülen kişiye vurun."" İşte böyle, Allah ölüleri diriltir ve size ayetlerini gösterir, taki aklınızı başınıza alasınız.",Elmalılı (sadeleştirilmiş)
81,2,74,"Sonra bunun arkasından kalpleriniz katılaştı. Şimdi onlar taşlar gibi, hatta daha duygusuz; çünkü taşların öylesi var ki içinden nehirler kaynıyor, öylesi var ki çatlıyor da bağrından sular fışkırıyor ve öylesi de var ki Allah korkusundan yerlerde yuvarlanıyor. Sizlerin neler yaptığından Allah gafil değildir.",Elmalılı (sadeleştirilmiş)
82,2,75,"Şimdi bunların size iman edeceklerini ümit mi ediyorsunuz? Halbuki bunlardan bir zümre vardır ki, Allah'ın kelamını dinlerlerdi de akılları aldıktan sonra onu bile bile tahrif ederlerdi.",Elmalılı (sadeleştirilmiş)
83,2,76,"İman edenlere rasladıklarında: ""İnandık"" derler. Birbirleriyle başbaşa kaldıklarında da: ""Rabbinizin huzurunda aleyhinize delil olarak kullansınlar diye mi tutup Allah'ın size açıkladığı hakikatı onlara söylüyorsunuz? Aklınız yok mu be!"" derler.",Elmalılı (sadeleştirilmiş)
84,2,77,"Peki bilmezler mi ki, onlar neyi sır olarak saklar ve neyi açıkça ilan ederlerse Allah hepsini bilir?",Elmalılı (sadeleştirilmiş)
85,2,78,"Bunların bir de okuyup yazma bilmeyen kısmı vardır ki, kitabı, kitabeti bilmezler, ancak bir takım kuruntu yığını hayaller kurar ve sadece zan ardında dolaşırlar.",Elmalılı (sadeleştirilmiş)
86,2,79,"Artık o kimselerin vay haline ki, kendi elleriyle kitap yazarlar da sonra biraz para almak için: ""Bu Allah tarafındandır."" derler. Artık vay o ellerinin yazdıkları yüzünden onlara! Vay o kazandıkları vebal yüzünden onlara!",Elmalılı (sadeleştirilmiş)
87,2,80,"Bir de dediler ki: ""Bize sayılı bir kaç günden başka asla ateş dokunmaz."" Siz de: ""Allah'tan bir teminat mı aldınız? Böyle ise Allah kesinlikle sözünden caymaz, yoksa Allah'a karşı bilemeyeceğiniz şeyleri mi söylüyorsunuz?""",Elmalılı (sadeleştirilmiş)
88,2,81,"Evet kim bir kötülük yapmış da günahı kendisini her taraftan kuşatmış ise, işte öyleleri ateş ehli ve orada süresiz kalacaklardır.",Elmalılı (sadeleştirilmiş)
89,2,82,"İman edip iyi ameller işleyenler, işte öyleleri de cennet ehli ve orada süresiz kalacaklardır.",Elmalılı (sadeleştirilmiş)
90,2,83,"Ve bir vakit İsrailoğullarından şöyle söz almıştık: ""Allah'tan başkasına tapmayacaksınız, ana-babaya, yakınlığı olanlara, öksüzlere ve biçarelere de iyilik yapacaksınız. İnsanlara güzel söz söyleyin, namazı kılın, zekatı verin."" Sonra pek azınız müstesna olmak üzere sözünüzden döndünüz, hala da dönüyorsunuz!",Elmalılı (sadeleştirilmiş)
91,2,84,"Yine bir vakit kesin sözünüzü almıştık: ""Birbirinizin kanlarını dökmeyeceksiniz, birbirinizi yurtlarınızdan çıkarmayacaksınız."" Sonra siz bunu ikrar da ettiniz ve ikrarınıza şahit de oldunuz.",Elmalılı (sadeleştirilmiş)
92,2,85,"Sonra sizler yine şöyle kimselersiniz ki kendi kendinizi öldürüyorsunuz ve içinizden bir zümreyi yurtlarından çıkarıyorsunuz, aleyhlerinde günah ve düşmanlıkla birleşip yardımlaşıyorsunuz. Şayet size esir olarak gelirlerse fidyeleşmeye kalkışıyorsunuz. Oysa çıkarılmaları size haram kılınmıştı. Yoksa siz kitabın bir kısmına inanıp bir kısmını inkar mı ediyorsunuz? Şu halde içinizde böyle yapanlar sonuçta dünya hayatında rüsvaylıktan başka ne kazanırlar? Kıyamet günü de en şiddetli azaba kakılırlar. Allah yaptıklarınızdan habersiz değildir.",Elmalılı (sadeleştirilmiş)
93,2,86,"Bunlar, ahireti dünya hayatına satmış kimselerdir. Onun için bunlardan azap hafifletilmez ve kendilerine bir yardım da yapılmaz.",Elmalılı (sadeleştirilmiş)
94,2,87,"Andolsun ki, Musa'ya o kitabı verdik, arkasından bir takım peygamberler de gönderdik. Hele Meryem oğlu İsa'ya deliller verdik ve O'nu Cebrail ile de destekledik. Demek ki, size nefislerinizin hoşlanmayacağı bir emirle bir peygamber geldikçe her defasında kafa mı tutacaksınız? Kibrinize dokunduğu için kimine yalan diyecek, kimini de öldürecek misiniz?",Elmalılı (sadeleştirilmiş)
95,2,88,Bizim kalplerimiz kılıflıdır dediler. Öyle değil! Allah onları kafirlikleri sebebiyle lanetledi; onun için çok az imana gelirler.,Elmalılı (sadeleştirilmiş)
96,2,89,Yanlarındakini (Tevrat'ı) tasdik etmek üzere onlara Allah tarafından bir kitap (Kur'an) gelince; önceden inkar edenlere karşı yardım isteyip dururlarken o tanıdıkları kendilerine gelince tuttular onu inkar ettiler. Artık Allah'ın laneti kafirlerin boynuna olsun!,Elmalılı (sadeleştirilmiş)
97,2,90,"Ne kadar çirkindir o (karşılığında) kendilerini sattıkları şey ki; Allah'ın kullarından dilediğine kendi lütfundan vahiy indirmesini çekemeyerek, Allah ne indirdiyse hepsini inkar ettiler. Bu yüzden de gazap üstüne gazaba uğradılar. Ve o kafirler için aşağılayan bir azap vardır.",Elmalılı (sadeleştirilmiş)
98,2,91,"Onlara: ""Allah ne indirdiyse iman edin!"" denildiği zaman: ""Biz kendimize indirilene iman ederiz."" derler de ötekini inkar ederler. Oysa yanlarındakini (Tevrat'ı) doğrulayacak odur. De ki: ""Madem inanıyordunuz ne diye Allah'ın peygamberlerini öldürüyordunuz?""",Elmalılı (sadeleştirilmiş)
99,2,92,"Andolsun ki, Musa size apaçık delillerle gelmişti de arkasından tuttunuz danaya taptınız. Siz işte o zalimlersiniz.",Elmalılı (sadeleştirilmiş)
100,2,93,"Bir vakit: ""Size verdiğimiz Kitab'a sımsıkı sarılın ve O'nu dinleyin"" diye Tur'u tepenize kaldırıp sizden söz aldık. ""Duyduk, isyan ettik."" dediler ve inkarları yüzünden dana sevgisi iliklerine kadar işledi. De ki: ""Eğer sizler inanmış kimseler iseniz inancınız size ne kötü şeyler emrediyor!",Elmalılı (sadeleştirilmiş)
101,2,94,"De ki: ""Allah yanında ahiret evi (Cennet) başkalarının değil de sadece sizin ise, eğer bu davanızda da doğru iseniz haydi ölümü canınıza minnet bilin!""",Elmalılı (sadeleştirilmiş)
102,2,95,Fakat ellerinden çıkan işleri yüzünden onu hiç bir zaman temenni edemezler. Allah o zalimleri bilir.,Elmalılı (sadeleştirilmiş)
103,2,96,"Onları, insanların hayata en düşkünü hatta müşriklerden bile daha düşkünü bulacaksınız. Onlardan her biri, bin sene yaşamayı arzu eder. Halbuki, ömürlü olmak kendisini azaptan uzaklaştıracak değildir. Allah, onların neler yaptıklarını görüyor.",Elmalılı (sadeleştirilmiş)
104,2,97,"Söyle: ""Her kim Cebrail'e düşman ise kendisinden öncekileri doğrulayan ve müminlere bir hidayet ve müjde olan Kur'an'ı senin kalbine Allah'ın izniyle o indirdi.",Elmalılı (sadeleştirilmiş)
105,2,98,"Her kim Allah'a, Allah'ın meleklerine, Peygamberlerine, Cebrail'e ve Mikail'e düşman olursa, bilsin ki, Allah kafirlerin düşmanıdır.",Elmalılı (sadeleştirilmiş)
106,2,99,"Andolsun ki, sana çok açık ayetler; Parlak mucizeler indirdik. Öyle ki iman sahasından uzaklaşmış fasıklardan başkası onları inkar etmez.",Elmalılı (sadeleştirilmiş)
107,2,100,"O fasıklar, hem bunları tanımayacaklar, hem de ne zaman bir antlaşma yapsalar her defasında mutlaka içlerinden bir zümre onu bozup atıverecek öyle mi? Hatta az bir zümre değil, onların çoğu antlaşma tanımaz imansızlardır.",Elmalılı (sadeleştirilmiş)
108,2,101,"Onlara Allah tarafından yanlarındaki kitabı doğrulayıcı bir peygamber gelince, daha önce kendilerine kitap verilenlerden bir kısmı, sanki gerçeği bilmiyorlarmış gibi Allah'ın kitabını arkalarına attılar.",Elmalılı (sadeleştirilmiş)
109,2,102,"Tuttular Süleyman'ın mülküne dair şeytanların uydurup izledikleri şeylerin ardına düştüler. Oysa, Süleyman kafir olmadı, ama o şeytanlar kafir oldular; İnsanlara büyücülük ve Babil'de Harut, Marut adında iki meleğe indirilen şeyleri öğretiyorlardı. Halbuki o ikisi: ""Biz ancak bir imtihan için gönderildik, sakın sihir yapıp kafir olma!"" demedikçe bir kimseye büyü öğretmezlerdi. İşte bunlardan karı-koca arasını ayıran şeyler öğreniyorlardı. Fakat Allah'ın izni olmadıkça bununla kimseye zarar veremezlerdi. Kendilerine zarar verecek ve faydası olmayacak bir şey öğreniyorlardı. Andolsun ki, onu her kim satın alırsa, onun ahirette bir nasibi olmadığını da çok iyi biliyorlardı. Keşke kendilerini ne kötü şey karşılığında sattıklarını bilselerdi!",Elmalılı (sadeleştirilmiş)
110,2,103,"Evet! İman edip de (büyü gibi günahlardan) sakınmış olsalardı, elbette Allah tarafından verilecek bir mükafat çok hayırlı olacaktı; bunu bir bilselerdi!",Elmalılı (sadeleştirilmiş)
111,2,104,"Ey iman edenler, ""Raina =bizi gözet"" demeyin, ""Unzurna =bize bak"" deyin ve duyun ki, kafirler için pek elem veren bir azap vardır.",Elmalılı (sadeleştirilmiş)
112,2,105,"Ne kitap ehlinden, ne de müşriklerden olan kafirler size Rabbinizden bir hayır indirilmesini ister. Allah ise rahmetini dilediğine bahşeder ve Allah çok büyük lütuf sahibidir",Elmalılı (sadeleştirilmiş)
113,2,106,"Biz bir ayetten her neyi yürürlükten kaldırır veya unutturursak, daha hayırlısını yahut benzerini getiririz. Allah'ın her şeye gücü yettiğini bilmez misin?",Elmalılı (sadeleştirilmiş)
114,2,107,"Bilmez misin ki, gerçekten göklerin ve yerin mülkü tamamen Allah'a aittir. Size de Allah'tan başka ne bir dost, ne de bir yardımcı vardır!",Elmalılı (sadeleştirilmiş)
115,2,108,"Yoksa siz peygamberinizi, bundan önce Musa'ya sorulduğu gibi sorguya çekmek mi istiyorsunuz? Oysa her kim imanı inkarla değiştirirse artık düz yolun ortasında sapıtmış olur.",Elmalılı (sadeleştirilmiş)
116,2,109,"Kitap ehlinden bir çoğu arzu etmektedir ki, hak kendilerine gün gibi aşikar olduktan sonra sırf nefsaniyetlerinden ve kıskançlıktan ötürü, sizi iman ettikten sonra çevirip kafir etsinler. Şimdilik siz, Allah emrini verinceye kadar af ve hoşgörüyle davranın. Şüphesiz ki, Allah her şeye gücü yetendir.",Elmalılı (sadeleştirilmiş)
