sira,sure,ayet,metin,hoca
26,2,19,"Ya da onların durumu; içinde karanlıklar, gök gürültüsü ve şimşekler bulunan, sağanak bir yağmurda; ölüm korkusuyla, yıldırım sesinden kulaklarını parmaklarıyla tıkayan kimselerin durumuna benzer. Oysaki Allah, Kafirleri her yönden kuşatmıştır.",Erhan Aktaş
27,2,20,"Şimşek, neredeyse görmelerini yok edecekti. Şimşek, aydınlık verince ışığında yürürler; üzerlerine karanlık çökünce de oldukları yerde kalakalırlar. Allah dileseydi onların işitme ve görme yeteneklerini tamamen yok ederdi. Kuşkusuz, Allah'ın gücü her şeye yeter.",Erhan Aktaş
28,2,21,Ey insanlar! Sizi ve sizden öncekileri yaratan Rabb'inize kulluk edin ki takva[1] sahibi olasınız.,Erhan Aktaş
29,2,22,"O ki sizin için yeri bir döşek, göğü de bir bina yaptı ve gökten su indirip onunla size rızık olarak çeşitli ürünler çıkardı. O halde, Allah'a bile bile denkler koşmayın.",Erhan Aktaş
30,2,23,"Eğer kulumuza indirdiğimizden kuşku duyuyorsanız, o zaman onun benzeri bir sure getirin. Allah'tan başka bütün tanıklarınızı da çağırın. Eğer doğru söyleyen kimselerseniz!",Erhan Aktaş
31,2,24,"Eğer bunu yapamazsanız -ki asla yapamayacaksınız- o halde Kafirler için hazırlanmış, yakıtı insanlar ve taşlar olan ateşten korunun.",Erhan Aktaş
32,2,25,"İman edip, salihatı[1] yapanları; içlerinde ırmaklar akan cennetler[2] ile müjdele. Onlara ne zaman yiyecek bir şey sunulsa: ""Bu daha önce rızıklandığımız şeydir."" derler. Oysa bu onlara benzer olarak verilmiştir. Onlar[3] için arındırılmış eşler vardır. Ve onlar, orada kalıcıdırlar.",Erhan Aktaş
33,2,26,"Doğrusu Allah, bir sivrisineği veya ondan daha küçüğünü örnek olarak vermekten çekinmez. İman Edenler, bunun, Rabb'lerinden bir gerçek olduğunu bilirler. Kafirler[1] ise: ""Allah, bu örnekle neyi amaçlamıştır?"" derler. Allah, bu örnekle birçok kimseyi saptırır, birçok kimseyi de doğru yola iletir. Bununla, ancak fasıkları[2] saptırır.",Erhan Aktaş
34,2,27,"O kimseler misaklerinden[1] sonra Allah'ın ahdini[2] bozarlar. Allah'ın bağlı kalınmasını istediği şeyle bağlarını koparırlar ve yeryüzünde bozgunculuk yaparlar. İşte onlar, hüsrana uğrayanlardır.",Erhan Aktaş
35,2,28,"Allah'a, nasıl küfrediyorsunuz? Siz ölüler[1] iken sizi var etti, sonra sizi öldürecek, sonra tekrar dirilterek kendisine döndürecektir.",Erhan Aktaş
36,2,29,"O ki yeryüzündekilerin tamamını sizin için yarattı. Sonra O, göğe isteva[1] etti; onları yedi gök halinde düzenledi. O, Her Şeyi Bilen'dir.",Erhan Aktaş
37,2,30,"Hani! Bir zamanlar Rabb'in, meleklere[1]: ""Ben yeryüzünde bir[2] halife[3] tayin[4] edeceğim."" demişti. Melekler: orada bozgunculuk yapacak, kan dökecek birisini mi halife yapacaksın? Oysa biz Seni övgü ile yüceltip kutsuyoruz."" dediler. Allah: ""Ben sizin bilmediklerinizi bilirim."" dedi.",Erhan Aktaş
38,2,31,"Allah, Adem'e bütün isimleri[1] öğretti. Sonra onları meleklere sunup: ""Eğer doğru söyleyenlerden iseniz bunların isimlerini bana bildirin."" dedi.[2]",Erhan Aktaş
39,2,32,"Melekler de: ""Sen subhansın.[1] Bize öğrettiklerinden başka bizim hiçbir bilgimiz yoktur. Şüphesiz Sen her şeyi gerçeği ile bilensin."" dediler.",Erhan Aktaş
40,2,33,"Allah: ""Ey Adem! Bunların isimlerini onlara bildir."" dedi. Adem isimleri onlara bildirince, Allah meleklere: ""Göklerin ve yerin gaybını[1] Ben bilirim; Ben, sizin açıkladıklarınızı da içinizde gizlediklerinizi de bilirim, dememiş miydim?"" dedi.",Erhan Aktaş
41,2,34,"Sonra meleklere: ""Adem için secde[1] edin."" dedik. İblis[2] hariç hemen secde ettiler. O, yüz çevirip büyüklük tasladı. O Kafirlerdendi.[3]",Erhan Aktaş
42,2,35,"Dedik ki: ""Ey Adem! Eşinle birlikte cennette[1] oturun. Orada dilediğiniz her şeyden bol bol yiyin. Fakat şu şecereye[2] yaklaşmayın; yoksa haksızlık yapmış olursunuz.""",Erhan Aktaş
43,2,36,"Fakat şeytan[1] onları, oradan kaydırdı. Böylece ikisini de içinde bulundukları durumdan çıkardı. Biz de: ""Bir kısmınız bir kısmınıza düşman olarak inin[2]. Yeryüzü, belli bir süreye kadar size barınak ve geçinme yeri olacak."" dedik.",Erhan Aktaş
44,2,37,"Derken Adem, Rabb'inden kelimeler[1] aldı. Böylece, Adem'in tevbesini[2] kabul etti. Kuşkusuz O, Tevbeleri Kabul Eden'dir, Rahmeti Kesintisiz'dir.",Erhan Aktaş
45,2,38,"""Hepiniz oradan inin[1] dedik. Ben'den bir hidayet[2] geldiğinde kim hidayetime uyarsa, artık onlara korku yoktur ve onlar üzülmeyeceklerdir.",Erhan Aktaş
46,2,39,"Ayetlerimizi küfredip yalanlayanlar, Cehennemliktirler. Ve onlar, orada sürekli kalacaklardır.",Erhan Aktaş
47,2,40,"Ey İsrailoğulları! Size bağışladığım nimetimi anımsayın. Bana verdiğiniz sözü tutun ki Ben de size verdiğim sözü yerine getireyim. Ve yalnızca, Bana karşı gelmekten sakının.",Erhan Aktaş
48,2,41,"Yanınızdakini[1] ""tasdik edici"" olarak gönderdiğimize iman edin. Onu kafirlik[2] edenlerin ilki siz olmayın. Ayetlerimi az bir değere değişmeyin. Ve Bana karşı takvalı[3] olun.",Erhan Aktaş
49,2,42,"""Hakk'ı[1] Batıl'la[2]"" karıştırıp, bile bile ""Hakk'ı"" gizlemeyin.",Erhan Aktaş
50,2,43,"Salatı ikame edin, zekatı yapın.[1] Ve ruku edenlerle birlikte ruku edin.[2]",Erhan Aktaş
51,2,44,İnsanlardan birr[1] olmalarını istiyorsunuz da kendinizi unutuyor musunuz? Oysa Kitap'ı da okuyorsunuz. Hala aklınızı kullanmayacak mısınız?,Erhan Aktaş
52,2,45,Sabır[1] ve salatla[2] yardım isteyin. Kuşkusuz bu içtenlikle itaat edenlerden başkasına ağır gelir.,Erhan Aktaş
53,2,46,Onlar ki: Rabb'lerine kavuşacaklarını ve kesinlikle O'na döneceklerini bilirler.,Erhan Aktaş
54,2,47,Ey İsrailoğulları! Size verdiğim nimetimi ve size alemler[1] üzerinde lütufta bulunduğumu hatırlayın.,Erhan Aktaş
55,2,48,Öyle bir günden korunup sakının ki: Hiç kimse bir başkasına yardım edemez. Kimseden şefaat[1] kabul edilmez. Kimseden fidye de alınmaz. Kimseye yardım da edilmez.,Erhan Aktaş
56,2,49,"Hatırlayın! Sizi, kadınlarınızı sağ bırakıp, oğullarınızı boğazlayarak, azabın en kötüsüne uğratan Firavun'un adamlarından kurtarmıştık. Bunda, sizin için Rabb'inizden büyük bir sınav vardı.",Erhan Aktaş
57,2,50,"Hatırlayın! Denizi yararak sizi kurtarmış, gözlerinizin önünde Firavun taraftarlarını denizde boğmuştuk.",Erhan Aktaş
58,2,51,"Hatırlayın! Musa ile kırk gece için sözleşmiştik. Sonra siz, onun arkasından buzağı yaparak[1] zalimleştiniz.",Erhan Aktaş
59,2,52,"Sonra, bunun ardından, belki şükredersiniz diye sizi affettik.",Erhan Aktaş
60,2,53,"Doğru yolu bulasınız diye, Musa'ya Kitap'ı ve Furkan'ı[1] verdik.",Erhan Aktaş
61,2,54,"Hatırlayın! Musa, halkına: ""Ey halkım! Siz buzağıyı edinmekle[1] kuşkusuz kendinize zulmettiniz. Hemen tevbe edin ve böylece nefislerinizi öldürün.[2] Bu Bari'nizin[3] yanında sizin için hayırlı olandır."" demişti. Sonra da O, tevbenizi kabul etmişti. Kuşkusuz O, Tevbeleri Kabul Eden'dir, Rahmeti Kesintisiz'dir.",Erhan Aktaş
62,2,55,"Hani siz: ""Ey Musa! Allah'ı açıkça görmedikçe sana asla inanmayız."" demiştiniz de o an, bakıp dururken, sizi yıldırım gürültüsü yakalamıştı.",Erhan Aktaş
63,2,56,"Sonra, şükredesiniz diye ölümünüzün[1] ardından sizi dirilttik[2].",Erhan Aktaş
64,2,57,"Ve bulutları üzerinize gölge yaptık. Size menn[1] ve bıldırcın bağışladık.[2] ""Size rızık olarak verdiklerimizin temiz olanlarından yiyin."" dedik. Onlar, Bize[3] zulmetmediler, fakat kendilerine zulmediyorlardı.",Erhan Aktaş
65,2,58,"Hani: ""Şu şehre girin, orada dilediğinizden bol bol yiyin. O kapıdan secde[1] ederek girin. Ve ""Bizi bağışla."" deyin ki Biz de yanlışlarınızı bağışlayalım. İyilik yapanlara daha fazlasını vereceğiz."" demiştik.",Erhan Aktaş
66,2,59,"Fakat zalimler, sözü, söylenenden başka bir şekle soktular. O zalimlere, doğru yoldan sapmalarına karşılık gökten bir azap indirdik.",Erhan Aktaş
67,2,60,"Hani! Musa, halkı için su istemişti. Biz de demiştik ki: ""Asanla kayaya vur."" Bunun üzerine kayadan on iki göz su fışkırmıştı. Her grup hangi kaynaktan içeceğini bilmişti. Allah'ın verdiği rızıktan yiyin, için fakat asilik yaparak yeryüzünde bozgunculuk çıkarmayın.",Erhan Aktaş
68,2,61,"Hani! Musa'ya: ""Ey Musa, asla tek çeşit yiyeceğe dayanamayız. Rabb'inden bizim için yerden çıkan ürünlerden; sebzesinden, acurundan, sarımsağından, mercimeğinden, soğanından çıkarmasını iste."" demiştiniz. Musa da: ""Daha değerli olanı[1] daha değersiz olanla[2] değiştirmek mi istiyorsunuz? O halde şehre inin; sizin istedikleriniz orada var."" dedi. Böylece, onların üzerine alçaklık ve yoksulluk damgası vuruldu. Ve Allah'ın gazabına uğradılar. Bu, Allah'ın ayetlerine inanmadıklarından ve nebilerini haksız yere öldürmelerindendi. Bütün bunlar, onların asileşip haddi aşmalarındandır.",Erhan Aktaş
69,2,62,"İman Edenler, Yahudiler, Nesara[1] ve Sabiin[2]; kim Allah'a ve ahiret gününe iman edip[3] salihatı yaptı ise[4] ödüllerini Rabb'leri verecektir. Ve onlar için korku yoktur ve onlar üzülmeyeceklerdir.",Erhan Aktaş
70,2,63,"Hani bir zamanlar, takva sahibi[1] olmanız için, size verdiğimiz şeylere kuvvetle sarılıp kendinize mal etmek ve içindekilerini sürekli aklınızda tutmanız konusunda sizden söz almıştık. Ve Tur'u[2] üzerinize kaldırmıştık.",Erhan Aktaş
71,2,64,Yine de yüz çevirdiniz. Eğer Allah'ın iyilikseverliği ve bağışlayıcılığı olmasaydı elbette kaybedenlerden olurdunuz.,Erhan Aktaş
72,2,65,"Elbette siz, Cumartesi yasağını çiğnemekle hadlerini aşanları biliyorsunuz. Bu nedenle onlara, ""Düşkün maymunlar olun.[1]"" dedik.",Erhan Aktaş
73,2,66,"Biz bunu, onlara ve onlardan sonra gelecek kuşaklara ibret; muttakilere[1] de bir öğüt olarak yaptık.",Erhan Aktaş
74,2,67,"Hani, Musa halkına: ""Allah, sizden bir sığır kesmenizi istiyor."" demişti. Onlar da: ""Sen bizimle alay mı ediyorsun?"" dediler. Musa; ""Cahillerden olmaktan, Allah'a sığınırım."" dedi.",Erhan Aktaş
75,2,68,"Onlar: ""Bizim için Rabb'ine söyle, onun nasıl bir sığır olduğunu açıklasın."" dediler. Musa, ""Allah, onun ne tam yaşlı ne de yavru; ikisinin arasında bir yaşta olduğunu söylüyor; öyleyse sizden isteneni yapın."" dedi.",Erhan Aktaş
76,2,69,"Onlar: ""Bizim için Rabb'ine söyle, onun rengi nedir; bize bildirsin."" dediler. Musa: ""Allah; onun parlak sarı renkte, bakanlara keyif veren bir sığır olduğunu söylüyor."" dedi.",Erhan Aktaş
77,2,70,"Yine onlar: ""Bizim için Rabb'ine sor; onun niteliğini açıklasın. Zira bizce sığırların hepsi birbirine benziyorlar; eğer Allah dilerse biz doğru olanı bulmuş oluruz."" dediler.",Erhan Aktaş
78,2,71,"Musa: ""Allah, onun ekin sulayarak, çifte koşularak yıpranmamış; alacası olmayan, kusursuz bir sığır olduğunu söylüyor."" dedi. Onlar: ""İşte şimdi gerçeği bildirdin."" dediler. Ve nihayet sığırı boğazladılar. Neredeyse bunu yapmayacaklardı.",Erhan Aktaş
79,2,72,"Hani! Siz, bir kimseyi öldürmüştünüz de birbirinizle atışmıştınız. Oysa Allah, gizlediğiniz şeyi ortaya çıkarandır.",Erhan Aktaş
80,2,73,"""Onun bir kısmı ile ona vurun"" dedik.[1] İşte Allah, böylece ölüleri dirilterek ayetlerini[2] size gösterir. Umulur ki gerçeği kavrarsınız.",Erhan Aktaş
81,2,74,"Sonra kalpleriniz yine katılaştı; kaya gibi, hatta kayadan da katı. Zira öyle kayalar var ki içinden nehirler fışkırır, yine öyle kayalar vardır ki yarılıp bağrından su çıkar. Yine öyleleri vardır ki Allah'a duyduğu içtenlikli saygıdan harekete geçerler. Allah, yaptıklarınızdan habersiz değildir.",Erhan Aktaş
82,2,75,"Şimdi onların size inanacaklarını mı umuyorsunuz? Onlardan bir grup, Allah'ın kelamını dinleyip iyice anladıktan sonra, onu, bile bile çarpıtırlar.",Erhan Aktaş
83,2,76,"Onlar, İman Edenlerle karşılaştıkları zaman, ""Biz de iman ettik."" derler. Baş başa kaldıklarında: ""Rabb'inizin size açıkladığını,[1] size karşı delil olarak kullansınlar diye mi onlara söylüyorsunuz! Neden aklınızı kullanmıyorsunuz?"" derler.",Erhan Aktaş
84,2,77,"Allah'ın, onların gizlediklerini de açıkladıklarını da bildiğini bilmiyorlar mı?",Erhan Aktaş
85,2,78,İçlerinde ummiler[1] vardır. Kitap'ı bilmezler. Kuruntularından[2] başka bir şey bilmezler. Ancak zanda bulunuyorlar.,Erhan Aktaş
86,2,79,"Yazıklar olsun o kimselere ki: Kitabı elleriyle yazıyorlar, sonra da az bir kazanç elde etmek için ""Bu Allah'ın katındandır."" diyorlar. Yazıklar olsun onlara, elleriyle yazdıklarından dolayı. Yazıklar olsun onlara, kazandıklarından dolayı!",Erhan Aktaş
87,2,80,"Sayılı günlerin dışında ateş bize dokunmaz."" dediler. De ki: ""Allah'tan buna dair bir söz mü aldınız? Eğer böyle ise Allah, kesinlikle verdiği sözden dönmez. Yoksa Allah'a karşı bilmediğiniz şeyi mi söylüyorsunuz?""",Erhan Aktaş
88,2,81,"Hayır! Kim bir kötülük yapar da yanlışları kendisini kuşatırsa, onlar Cehennem ehlidir ve onlar, orada kalıcıdırlar.",Erhan Aktaş
89,2,82,"İman edip, salihatı yapanlar[1] Cennet ehlidirler. Ve onlar orada kalıcıdırlar.",Erhan Aktaş
90,2,83,"Hani! Bir zaman İsrailoğullarından, ""Allah'tan başkasına kulluk[1] etmeyin; anne ve babaya, öksüzlere, düşkünlere iyilik yapın; insanlara iyi söz söyleyin, ""Salatı ikame edin, zekatı yapın.[2]"" diye kesin söz almıştık. Sonra, içinizden pek azınız hariç sözünüzden döndünüz. Ve sizler, döneklik yapanlarsınız.",Erhan Aktaş
91,2,84,"Hani! Bir zamanlar sizden, birbirinizin kanlarını dökmeyeceğinize ve birbirinizi yurtlarınızdan çıkarmayacağınıza dair kesin söz almıştık. Bu sözümüzü kabul ettiğinizin tanıkları sizlersiniz.",Erhan Aktaş
92,2,85,"Sonra siz o kimselersiniz ki; birbirinizi öldüren, bir kısmınızı yurtlarından çıkarıp, onlara karşı günahta ve düşmanlıkta iş birliği yapanlarsınız. Bir de esir olarak size gelirlerse, onlarla fidyeleşiyorsunuz.[1] Oysa onları yurtlarından çıkarmak, üzerinize haram kılınmıştı. Yoksa böyle yapmakla Kitap'ın bir kısmına inanıp bir kısmını inkar mı ediyorsunuz? Sizden böyle yapanların cezası dünya hayatında aşağılanma, kıyamet gününde de en şiddetli azaba uğramaktır. Zira Allah, yaptıklarınızdan habersiz değildir.",Erhan Aktaş
93,2,86,"Onlar, dünya hayatına karşılık ahiret hayatını satan kimselerdir. Bundan dolayı onlardan azap hafifletilmeyecek ve onlara yardım da edilmeyecektir.",Erhan Aktaş
94,2,87,"Ant olsun ki Musa'ya Kitap'ı verdik. Ardı sıra Resuller gönderdik. Meryem Oğlu İsa'ya da beyyinatı[1] verdik ve onu Kudus'un Ruhu[2] ile destekledik. Ne zaman bir elçi hoşunuza gitmeyen bir şey getirdiyse, büyüklük taslayarak kimini yalanlayıp, kimini de öldürmediniz mi?",Erhan Aktaş
95,2,88,"ve onlar, ""Kalplerimiz örtülüdür."" dediler. Hayır, öyle değil, Allah; onları, kafirlik[1] etmelerinden dolayı lanetlemiştir.[2] Bu yüzden çok azı iman eder.",Erhan Aktaş
96,2,89,"Onlara, Allah katından yanlarındakini[1] tasdik edici bir Kitap[2] gelince; daha önce Allah'tan Kafirlere karşı üstünlük kazanmak için böyle bir şey istedikleri halde, onlara bildikleri şey[3] gelince bu kez onu inkar ettiler. Allah'ın laneti, Kafirlerin üzerinedir.",Erhan Aktaş
97,2,90,"Allah'ın, dilediği kimseye kendi lütfundan indirmesini çekemeyerek; Allah'ın indirdiğini küfretmekle[1] kendilerini ne kötü bir şeye karşılık sattılar. Bundan dolayı art arda gelen gazabı hak ettiler. Kafirler için alçaltıcı bir azap vardır.",Erhan Aktaş
98,2,91,"Onlara, ""Allah'ın indirdiklerine iman edin."" denildiğinde, ""Biz, ancak bize indirilene[1] iman ederiz."" dediler. Ve ondan[2] başkasını kabul etmezler. Oysa O, yanlarındakini tasdik eden, hak bir kitaptır. Onlara de ki: ""Madem iman ediyordunuz, ne diye daha önce Allah'ın Nebilerini öldürüyordunuz?""",Erhan Aktaş
99,2,92,"Gerçekten Musa size beyyinat[1] ile geldi. Sonra siz onun arkasından buzağı figürünü yaptınız.[2] İşte siz, o zalimlersiniz.",Erhan Aktaş
100,2,93,"Hani sizden, ""Size verdiğimizi kuvvetlice alın ve dinleyin."" diye kesin söz almış ve Tur'u üzerinize yükseltmiştik[1]. Demişlerdi ki: ""Dinledik; ama itaat etmiyoruz."" Küfürleri yüzünden kalplerine buzağı sevgisi içirildi. De ki: ""Eğer gerçekten inanıyorsanız, inancınız sizden ne kötü şey istiyor!""",Erhan Aktaş
101,2,94,"De ki: ""Eğer Allah katında; ahiret yurdunun, diğer insanların değil de yalnızca size ait olduğunu iddia eden sözünüzde samimi iseniz, o zaman ölümü istesenize!""",Erhan Aktaş
102,2,95,"Ama elleriyle yaptıkları şeylerden dolayı, ölümü asla istemezler. Allah, zalimleri en iyi bilendir.",Erhan Aktaş
103,2,96,"Ve sen, onları, yaşamaya karşı insanların en ihtiraslısı, hatta Allah'a ortak koşanlardan bile daha çok ihtiraslı bulacaksın. Her biri bin yıl yaşamak ister. Oysaki uzun ömürlü olmak, böyle birini azaptan kurtarmaz. Zira Allah, yaptıkları her şeyi görmektedir.",Erhan Aktaş
104,2,97,"De ki kim Cibril'e[1] düşmansa, Bilsin ki O[2], onu[3] iki eli arasındakileri[4] tasdik edici olarak Allah'ın izni ile[5] senin kalbine çokça indirdi. Mü'minler için bir hidayet ve müjde olarak.",Erhan Aktaş
105,2,98,"Kim Allah'a ve O'nun meleklerine, resullerine, Cibril'e[1], Mikal'e[2] düşman olursa; iyi bilsin ki Allah da Kafirlere düşmandır.",Erhan Aktaş
106,2,99,"Ant olsun Biz, sana apaçık ayetler indirdik. Ancak, onları, fasık[1] olanlar kafirlik[2] eder.",Erhan Aktaş
107,2,100,"Onlar, ne zaman bir söz verdilerse, içlerinden bir grup onu bozmadı mı? Zaten onların çoğu iman etmiyorlar.",Erhan Aktaş
108,2,101,"Ne zaman onlara, Allah'tan, yanlarındakini tasdik edici bir elçi gelse, Kitap Ehli'nden bir grup, sanki hiç haberleri yokmuş gibi, elçinin getirdiğine sırt çevirirler.",Erhan Aktaş
109,2,102,"Ve onlar, Süleyman'ın sahip olduğu güç konusunda şeytanların[1] uydurdukları şeylere uydular. Oysa Süleyman gerçeğe aykırı bir şey[2] yapmadı. Ancak insanlara büyü yapmayı öğreten şeytanlar[3] gerçeği gizliyordu; Babil'deki iki melike[4]; Harut ve Marut'a bir şey indirilmiş değildi. Hatta bu iki melik: ""Biz fitneyiz, sakın kafir olma!"" demedikçe, hiç kimseye bir şey öğretmiyorlardı. Fakat onlar, o ikisinden karı ile kocanın arasını açacak şeyler öğrenmeye çalışıyorlardı. Ancak, Allah'ın izni olmadıkça bu şeyle hiç kimseye zarar veremezler. Onlar, kendilerine bir faydası olmayan, sadece zarar verecek şeyleri öğreniyorlardı. Halbuki onlar, büyü ile uğraşanların ahirette bir nasiplerinin olmayacağını biliyorlardı. Kendilerini karşılığında sattıkları şey ne kötüdür. Keşke bilselerdi.",Erhan Aktaş
110,2,103,"Eğer onlar iman edip takva sahibi[1] olsalardı, Allah katında kazanacakları sevap kendileri için daha hayırlı olurdu. Keşke bilselerdi.",Erhan Aktaş
111,2,104,"Ey İman Edenler! ""raina[1]"" demeyin, ""unzurna.[2]"" deyin ve dinleyin. Kafirler için can yakıcı bir azap vardır.",Erhan Aktaş
112,2,105,"Kitap Ehli'nin ve Müşriklerin kafirleri[1] Rabb'inizden, size bir hayrın indirilmesini istemezler. Oysa Allah, rahmetini dilediği kimseye ayırır. Allah, Büyük Lütuf Sahibi'dir.",Erhan Aktaş
113,2,106,"Biz, bir ayeti yürürlükten kaldırır veya unutturursak ya onun dengini ya da ondan daha iyisini getiririz. Sen, Allah'ın her şeye gücü yeten olduğunu bilmez misin?[1]",Erhan Aktaş
114,2,107,Göklerin ve yerin egemenliğinin Allah'a ait olduğunu bilmez misin? Sizin için Allah'ın yanı sıra ne bir veli[1] ne de bir yardımcı vardır.,Erhan Aktaş
115,2,108,"Yoksa siz de daha önce Musa'yı sorguya çekenler gibi, elçinizi sorguya çekmek mi istiyorsunuz? Her kim, iman yerine küfrü tercih ederse o dosdoğru yoldan sapmış olur.",Erhan Aktaş
116,2,109,"Kitap Ehli'nin çoğu, Hakk kendilerine bildirildiği halde, benliklerindeki kıskançlıktan dolayı, imanınızdan sonra sizi küfre döndürmek isterler. Allah'ın emri gelinceye kadar onlara aldırış etmeyin. Onları affedin ve onlarla iyi geçinin. Kuşkusuz Allah, Her Şeye Güç Yetiren'dir.",Erhan Aktaş
117,2,110,"Salatı ikame edin ve zekatı yapın.[1] Kendiniz için her ne iyilik yaparsanız onu Allah katında bulacaksınız. Kuşkusuz Allah, bütün yaptıklarınızı görmektedir.",Erhan Aktaş
118,2,111,"Onlar, ""Yahudi ve Nesara'dan[1] başkası Cennet'e giremeyecek."" derler. Bu, onların kuruntusudur. De ki: ""Eğer doğru söylüyorsanız iddianızı kanıtlayın.""",Erhan Aktaş
119,2,112,"Bilakis, gerçekten kim iyi bir kimse olarak benliğini Allah'a teslim etmişse, onun ödülü Rabb'inin yanındadır. Onlar için hiçbir korku yoktur ve onlar üzülmeyeceklerdir.",Erhan Aktaş
120,2,113,"Kitap'ı okuyup durdukları halde, Yahudiler: ""Nesara[1] geçerli bir inanç üzerinde değildirler."" derler. Nesara da: ""Yahudiler geçerli bir inanca sahip değildirler."" derler. Oysa Kitap'ı okuyorlar. Kitap'tan habersiz olanlar da onların sözlerinin aynısını söylediler. Allah, onların anlaşmazlığa düştükleri konuda kıyamet günü hüküm verecektir.",Erhan Aktaş
121,2,114,"Allah'ın mescitlerinde, O'nun adının anılmasını engelleyen ve onların harap olmasına çalışan kimseden daha zalim kim olabilir? Buralara, ancak Allah'a karşı gelmekten korkularak girilebilir. Onlar için dünyada aşağılanma, ahirette de büyük bir azap vardır.",Erhan Aktaş
122,2,115,"Doğu da Allah'ındır, batı da. Nereye yönelirseniz yönelin, Allah'ın yönü orasıdır. Kuşkusuz, Allah, Yardımı Çok Kapsamlı Olan'dır, Her Şeyi Bilen'dir.",Erhan Aktaş
123,2,116,"""Allah, çocuk edindi!"" dediler. Haşa! O, bundan münezzehtir.[1] Bilakis, gökte ve yerde ne varsa her şey O'nundur. Ve her şey O'na gönülden boyun eğmektedir.",Erhan Aktaş
124,2,117,"O, göklerin ve yerin Bedi'sidir[1]. Bir şeyin olmasını istediğinde, ona sadece ""Ol."" der, o da oluverir.",Erhan Aktaş
125,2,118,"Bilmeyen kimseler: ""Allah'ın bizimle konuşması veya bize bir ayet[1] göndermesi gerekmez mi?"" dediler. Onlardan öncekiler de onların sözlerine benzer sözler söylemişlerdi. Kalpleri birbirlerine benziyor. Bilmek isteyen kimseler için ayetleri iyice açıkladık.",Erhan Aktaş
