sira,sure,ayet,metin,hoca
19,2,12,"İyi bilin ki,  onlar bozguncuların ta kendileridir. Fakat bunun ayırdında değiller.",Erhan Aktaş (10. Baskı)
20,2,13,"Ne zaman onlara[1],  ""İnanan kimseler gibi inanın."" dense,  ""Biz,  hiç aklı ermeyenler gibi inanır mıyız?"" derler. İyi bilin ki asıl aklı ermeyenler onlardır; fakat bunun ayırdında değiller.",Erhan Aktaş (10. Baskı)
21,2,14,"İman edenlerle karşılaştıkları zaman: ""İnandık."" derler.[1] Şeytanları[2] ile baş başa kaldıkları zaman,  ""Biz,  sizinle beraberiz; onlarla sadece alay ediyoruz."" derler.",Erhan Aktaş (10. Baskı)
22,2,15,Allah da onları[1] alay konusu yapar. Azgınlıkları içinde bocalayıp durmalarına zaman tanır.,Erhan Aktaş (10. Baskı)
23,2,16,"Onlar[1],  doğru yola karşılık sapkınlığı satın almışlardır. Bu ticaretlerinde bir kazanç yoktur. Ve doğru yolu bulamamışlardır.",Erhan Aktaş (10. Baskı)
24,2,17,"Onların[1] durumu karanlıkta ateş yakan kimselerin durumu gibidir. Ateş,  etraflarını aydınlatır aydınlatmaz,  Allah onların ışığını yok eder ve onları karanlıklar içinde görmez halde bırakır.",Erhan Aktaş (10. Baskı)
25,2,18,"Sağır,  dilsiz ve kördürler[1]. Artık doğru yola dönmezler.",Erhan Aktaş (10. Baskı)
26,2,19,"Ya da onların[1] durumu; içinde karanlıklar,  gök gürültüsü ve şimşekler bulunan,  sağanak bir yağmurda; ölüm korkusuyla,  yıldırım sesinden kulaklarını parmaklarıyla tıkayan kimselerin durumuna benzer. Oysaki Allah,  kafirleri[2] her yönden kuşatmıştır.",Erhan Aktaş (10. Baskı)
27,2,20,"Şimşek,  neredeyse görmelerini yok edecekti. Şimşek,  aydınlık verince ışığında yürürler; üzerlerine karanlık çökünce de oldukları yerde kalakalırlar. Allah dileseydi onların işitme ve görme yeteneklerini tamamen yok ederdi. Kuşkusuz,  Allah'ın gücü her şeye yeter.",Erhan Aktaş (10. Baskı)
28,2,21,Ey insanlar! Sizi ve sizden öncekileri yaratan Rabb'inize kulluk edin ki takva[1] sahibi olasınız.,Erhan Aktaş (10. Baskı)
29,2,22,"O ki sizin için yeri bir döşek,  göğü de bir bina yaptı ve gökten su indirip onunla size rızık olarak çeşitli ürünler çıkardı. O halde,  Allah'a bile bile denkler koşmayın.",Erhan Aktaş (10. Baskı)
30,2,23,"Eğer kulumuza indirdiğimizden kuşku duyuyorsanız,  o zaman ona denk bir sure getirin. Allah'tan başka bütün tanıklarınızı da çağırın. Eğer doğru söyleyen kimselerseniz!",Erhan Aktaş (10. Baskı)
31,2,24,"Eğer bunu yapamazsanız -ki asla yapamayacaksınız- o halde Kafirler[1] için hazırlanmış,  yakıtı insanlar ve taşlar olan ateşten korunun.",Erhan Aktaş (10. Baskı)
32,2,25,"İman edip,  salihatı[1] yapanları; içlerinde ırmaklar akan cennetler[2] ile müjdele. Onlara ne zaman yiyecek bir şey sunulsa: ""Bu daha önce rızıklandığımız şeydir."" derler. Oysa bu onlara benzer olarak verilmiştir. Onlar[3] için arındırılmış eşler vardır. Ve onlar,  orada kalıcıdırlar.",Erhan Aktaş (10. Baskı)
33,2,26,"Doğrusu Allah,  bir sivrisineği veya ondan daha küçüğünü örnek olarak vermekten çekinmez. İman edenler,  bunun,  Rabb'lerinden bir gerçek olduğunu bilirler. Kafirler[1] ise: ""Allah,  bu örnekle neyi amaçlamıştır?"" derler. Allah,  bu örnekle birçok kimseyi saptırır,  birçok kimseyi de doğru yola iletir. Bununla,  ancak fasıkları[2] saptırır.",Erhan Aktaş (10. Baskı)
34,2,27,"Misaklerinden [1] sonra Allah'ın ahdini [2] bozanlar; Allah'ın bağlı kalınmasını istediği şeyle bağlarını koparanlar ve yeryüzünde bozgunculuk yapan kimselerdir. İşte onlar,  hüsrana uğrayacaklardır.",Erhan Aktaş (10. Baskı)
35,2,28,"Allah'a,  nasıl gerçeğin üzerini örterek nankörlük edersiniz? Sizi ölüler[1] iken var etti,  sonra sizi öldürecek,  sonra tekrar dirilterek kendisine döndürecektir.",Erhan Aktaş (10. Baskı)
36,2,29,"O ki yeryüzündekilerin tamamını sizin için yarattı. Sonra O,  göğe istiva[1] etti; onları yedi gök halinde düzenledi. O,  Her Şeyi Bilen'dir.",Erhan Aktaş (10. Baskı)
37,2,30,"Hani! Bir zamanlar Rabb'in,  meleklere: ""Ben yeryüzünde bir[1] halife[2] tayin[3] edeceğim."" demişti. Melekler: orada bozgunculuk yapacak,  kan dökecek birisini mi halife[2] yapacaksın? Oysa biz Seni övgü ile yüceltip kutsuyoruz."" dediler. Allah: ""Ben sizin bilmediklerinizi bilirim."" dedi.",Erhan Aktaş (10. Baskı)
38,2,31,"Allah,  Âdem'e bütün isimleri[1] öğretti. Sonra onları meleklere sunup: ""Eğer doğru söyleyenlerden iseniz bunların isimlerini bana bildirin."" dedi.[2]",Erhan Aktaş (10. Baskı)
39,2,32,"Melekler de: ""Sen subhansın.[1] Bize öğrettiklerinden başka bizim hiçbir bilgimiz yoktur. Şüphesiz Sen her şeyi gerçeği ile bilensin."" dediler.",Erhan Aktaş (10. Baskı)
40,2,33,"Allah: ""Ey Âdem! Bunların isimlerini onlara bildir."" dedi. Âdem isimleri onlara bildirince,  Allah meleklere: ""Göklerin ve yerin gaybını[1] Ben bilirim; Ben,  sizin açıkladıklarınızı da içinizde gizlediklerinizi de bilirim,  dememiş miydim?"" dedi.",Erhan Aktaş (10. Baskı)
41,2,34,"Sonra meleklere: ""Âdem için secde edin.""[1] dedik. İblis[2] hariç hemen secde ettiler. O,  yüz çevirip büyüklük tasladı. O kafirlerdendi.[3]",Erhan Aktaş (10. Baskı)
42,2,35,"Dedik ki: ""Ey Âdem! Eşinle birlikte cennette[1] oturun. Orada dilediğiniz her şeyden bol bol yiyin. Fakat şu şecereye[2] yaklaşmayın; yoksa haksızlık yapmış olursunuz.",Erhan Aktaş (10. Baskı)
43,2,36,"Fakat şeytan onları,  oradan kaydırdı. Böylece ikisini de içinde bulundukları durumdan çıkardı. Biz de: ""Birbirinize düşman olarak inin.[1] Yeryüzü,  belli bir süreye kadar size barınak ve geçinme yeri olacak."" dedik.",Erhan Aktaş (10. Baskı)
44,2,37,"Derken Âdem,  Rabb'inden kelimeler[1] aldı. Böylece,  Âdem'in tevbesini kabul etti. Kuşkusuz O,  Tevbeleri Kabul Eden'dir,  Rahmeti Kesintisiz'dir.",Erhan Aktaş (10. Baskı)
45,2,38,"""Hepiniz oradan inin[1] dedik. Ben'den bir hidayet[2] geldiğinde kim hidayetime uyarsa,  artık onlara korku yoktur ve onlar üzülmeyeceklerdir.",Erhan Aktaş (10. Baskı)
46,2,39,"Ayetlerimizi küfredip[1] yalanlayanlar,  Cehennemliktirler. Ve onlar,  orada sürekli kalacaklardır.",Erhan Aktaş (10. Baskı)
47,2,40,"Ey İsrailoğulları! Size bağışladığım nimetimi anımsayın. Bana verdiğiniz sözü tutun ki Ben de size verdiğim sözü yerine getireyim. Ve yalnızca,  Bana karşı gelmekten sakının.",Erhan Aktaş (10. Baskı)
48,2,41,"Yanınızdakini ""tasdik edici"" olarak gönderdiğimize inanın. Onu Küfr edenlerin ilki siz olmayın. Ayetlerimi az bir değere değişmeyin. Ve Bana karşı takvalı olun.",Erhan Aktaş (10. Baskı)
49,2,42,"""Hakk'ı Batıl'la""[1] karıştırıp,  bile bile ""Hakk'ı"" gizlemeyin.",Erhan Aktaş (10. Baskı)
50,2,43,"Salatı ikame edin,  zekatı yapın.[1] Ve ruku edenlerle birlikte ruku edin.[2]",Erhan Aktaş (10. Baskı)
51,2,44,İnsanlara birr[1] olmalarını buyuruyorsunuz da kendinizi unutuyor musunuz? Oysa Kitap'ı da okuyorsunuz. Hala aklınızı kullanmayacak mısınız?,Erhan Aktaş (10. Baskı)
52,2,45,Sabır[1] ve salatla[2] yardım isteyin. Kuşkusuz bu içtenlikle itaat edenlerden başkasına ağır gelir.,Erhan Aktaş (10. Baskı)
53,2,46,Onlar ki: Rabb'lerine kavuşacaklarını ve kesinlikle O'na döneceklerini bilirler.,Erhan Aktaş (10. Baskı)
54,2,47,Ey İsrailoğulları! Size verdiğim nimetimi ve size alemler[1] üzerinde lütufta bulunduğumu hatırlayın.,Erhan Aktaş (10. Baskı)
55,2,48,Öyle bir günden korunup sakının ki: Hiç kimse bir başkasına yardım edemez. Kimseden şefaat[1] kabul edilmez. Kimseden fideye de alınmaz. Kimseye yardım da edilmez.,Erhan Aktaş (10. Baskı)
56,2,49,"Hatırlayın! Sizi,  kadınlarınızı sağ bırakıp,  oğullarınızı boğazlayarak,  azabın en kötüsüne uğratan Firavun 'un adamlarından kurtarmıştık. Bunda,  sizin için Rabb'inizden büyük bir sınav vardı.",Erhan Aktaş (10. Baskı)
57,2,50,"Hatırlayın! Denizi yararak sizi kurtarmış,  gözlerinizin önünde Firavun taraftarlarını denizde boğmuştuk.",Erhan Aktaş (10. Baskı)
58,2,51,"Hatırlayın! Musa ile kırk gece için sözleşmiştik. Sonra siz,  onun arkasından buzağı yaparak[1] zalimleştiniz.",Erhan Aktaş (10. Baskı)
59,2,52,"Sonra,  bunun ardından,  belki şükredersiniz diye sizi affettik.",Erhan Aktaş (10. Baskı)
60,2,53,"Doğru yolu bulasınız diye,  Musa'ya Kitap'ı ve Furkan'ı[1] verdik.",Erhan Aktaş (10. Baskı)
61,2,54,"Hatırlayın! Musa,  halkına: ""Ey halkım! Siz buzağıyı edinmekle[1] kuşkusuz kendinize zulmettiniz. Hemen tevbe edin ve böylece nefislerinizi öldürün.[2] Bu Bari'nizin[3] yanında sizin için hayırlı olandır."" demişti. Sonra da O,  tevbenizi kabul etmişti. Kuşkusuz O,  Tevbeleri Kabul Eden'dir,  Rahmeti Kesintisiz'dir.",Erhan Aktaş (10. Baskı)
62,2,55,"Hani siz: ""Ey Musa! Allah'ı açıkça görmedikçe sana asla inanmayız."" demiştiniz de o an,  bakıp dururken,  sizi yıldırım gürültüsü yakalamıştı.",Erhan Aktaş (10. Baskı)
63,2,56,"Sonra,  şükredesiniz diye ölümünüzün[1] ardından sizi dirilttik[2].",Erhan Aktaş (10. Baskı)
64,2,57,"Ve bulutları üzerinize gölge yaptık. Size menn[1] ve bıldırcın bağışladık.[2] ""Size rızık olarak verdiklerimizin temiz olanlarından yiyin."" dedik. Onlar,  Bize[3] zulmetmediler,  fakat kendilerine zulmediyorlardı.",Erhan Aktaş (10. Baskı)
65,2,58,"Hani: ""Şu şehre girin,  orada dilediğinizden bol bol yiyin. O kapıdan secde[1] ederek girin. Ve ""bizi bağışla"" deyin ki Biz de yanlışlarınızı bağışlayalım. İyilik yapanlara daha fazlasını vereceğiz."" demiştik.",Erhan Aktaş (10. Baskı)
66,2,59,"Fakat zalimler,  sözü,  söylenenden başka bir şekle soktular. O zalimlere,  doğru yoldan sapmalarına karşılık gökten bir azap indirdik.",Erhan Aktaş (10. Baskı)
67,2,60,"Hani! Musa,  halkı için su istemişti. Biz de demiştik ki: ""Asanla kayaya vur."" Bunun üzerine kayadan on iki göz su fışkırmıştı. Her grup hangi kaynaktan içeceğini bilmişti. Allah'ın verdiği rızıktan yiyin,  için fakat asilik yaparak yeryüzünde bozgunculuk çıkarmayın.",Erhan Aktaş (10. Baskı)
68,2,61,"Hani! Musa'ya: ""Ey Musa,  asla tek çeşit yiyeceğe dayanamayız. Rabb'inden bizim için yerden çıkan ürünlerden; sebzesinden,  acurundan,  sarımsağından,  mercimeğinden,  soğanından çıkarmasını iste."" demiştiniz. Musa da: ""Daha değerli olanı[1] daha değersiz olanla[2] değiştirmek mi istiyorsunuz? O halde şehre inin; sizin istedikleriniz orada var."" dedi. Böylece,  onların üzerine alçaklık ve yoksulluk damgası vuruldu. Ve Allah'ın gazabına uğradılar. Bu,  Allah'ın ayetlerine inanmadıklarından ve nebilerini haksız yere öldürmelerindendi. Bütün bunlar,  onların asileşip haddi aşmalarındandır.",Erhan Aktaş (10. Baskı)
69,2,62,"İman edenler,  Yahudiler,  Nasraniler[1] ve Sabiiler; kim Allah'a ve Ahiret Günü'ne iman edip[2] salihatı yaptı ise[3]ödüllerini Rabb'leri verecektir. Ve onlar için korku yoktur ve onlar üzülmeyeceklerdir.",Erhan Aktaş (10. Baskı)
70,2,63,"Hani bir zamanlar,  takva sahibi[1] olmanız için,  size verdiğimiz şeylere kuvvetle sarılıp kendinize mal etmek ve içindekilerini sürekli aklınızda tutmanız konusunda sizden söz almıştık. Ve Tur'u[2] üzerinize kaldırmıştık.",Erhan Aktaş (10. Baskı)
71,2,64,Yine de yüz çevirdiniz. Eğer Allah'ın iyilikseverliği ve bağışlayıcılığı olmasaydı elbette kaybedenlerden olurdunuz.,Erhan Aktaş (10. Baskı)
72,2,65,"Elbette siz,  cumartesi yasağını çiğnemekle hadlerini aşanları biliyorsunuz. Bu nedenle onlara,  ""Düşkün maymunlar olun[1]."" dedik.",Erhan Aktaş (10. Baskı)
73,2,66,"Biz bunu,  yanında onlara ve onlardan sonra gelecek kuşaklara ibret; muttakilere[1] de bir öğüt olarak yaptık.",Erhan Aktaş (10. Baskı)
74,2,67,"Hani,  Musa halkına: ""Allah,  sizden bir sığır kesmenizi istiyor."" demişti. Onlar da: ""Sen bizimle alay mı ediyorsun."" dediler. Musa; ""Cahillerden olmaktan,  Allah'a sığınırım."" dedi.",Erhan Aktaş (10. Baskı)
75,2,68,"Onlar: ""Bizim için Rabb'ine söyle,  onun nasıl bir sığır olduğunu açıklasın."" dediler. Musa,  ""Allah,  onun ne tam yaşlı ne de yavru; ikisinin arasında bir yaşta olduğunu söylüyor; öyleyse sizden isteneni yapın."" dedi.",Erhan Aktaş (10. Baskı)
76,2,69,"Onlar: ""Bizim için Rabb'ine söyle,  onun rengi nedir; bize bildirsin."" dediler. Musa: ""Allah; onun parlak sarı renkte,  bakanlara keyif veren bir sığır olduğunu söylüyor."" dedi.",Erhan Aktaş (10. Baskı)
77,2,70,"Yine onlar: ""Bizim için Rabb'ine sor; onun niteliğini açıklasın. Zira bizce sığırların hepsi birbirine benziyorlar; eğer Allah dilerse biz doğru olanı bulmuş oluruz."" dediler.",Erhan Aktaş (10. Baskı)
78,2,71,"Musa: ""Allah,  onun ekin sulayarak,  çifte koşularak yıpranmamış; alacası olmayan,  kusursuz bir sığır olduğunu söylüyor."" dedi. Onlar: ""İşte şimdi gerçeği bildirdin."" dediler. Ve nihayet sığırı boğazladılar. Neredeyse bunu yapmayacaklardı.*",Erhan Aktaş (10. Baskı)
79,2,72,"Hani! Siz,  bir kimseyi öldürmüştünüz de birbirinizle atışmıştınız. Oysa Allah,  gizlediğiniz şeyi ortaya çıkarandır.",Erhan Aktaş (10. Baskı)
80,2,73,"""Onun bir kısmı ile ona vurun"" dedik.[1] İşte Allah,  böylece ölüleri dirilterek ayetlerini[2] size gösterir. Umulur ki gerçeği kavrarsınız.",Erhan Aktaş (10. Baskı)
81,2,74,"Sonra kalpleriniz yine katılaştı; kaya gibi,  hatta kayadan da katı. Zira öyle kayalar var ki içinden nehirler fışkırır,  yine öyle kayalar vardır ki yarılıp bağrından su çıkar. Yine öyleleri vardır ki Allah'a duyduğu içtenlikli saygıdan harekete geçerler. Allah,  yaptıklarınızdan habersiz değildir.",Erhan Aktaş (10. Baskı)
82,2,75,"Şimdi onların size inanacaklarını mı umuyorsunuz? Onlardan bir grup,  Allah'ın kelamını dinleyip iyice anladıktan sonra,  onu bile bile çarpıtırlar.",Erhan Aktaş (10. Baskı)
83,2,76,"Onlar,  iman edenlerle karşılaştıkları zaman,  ""Biz de iman ettik."" derler. Baş başa kaldıklarında: ""Rabb'inizin size açıkladığını[1],  size karşı delil olarak kullansınlar diye mi onlara söylüyorsunuz! Neden aklınızı kullanmıyorsunuz?"" derler.",Erhan Aktaş (10. Baskı)
84,2,77,"Allah'ın,  onların gizlediklerini de açıkladıklarını da bildiğini bilmiyorlar mı?",Erhan Aktaş (10. Baskı)
85,2,78,İçlerinde ummiler vardır.[1] Kitabı bilmezler. Kuruntularından[2] başka bir şey bilmezler. Ancak zanda bulunuyorlar.,Erhan Aktaş (10. Baskı)
86,2,79,"Yazıklar olsun o kimselere ki: Kitabı elleriyle yazıyorlar,  sonra da az bir kazanç elde etmek için ""Bu Allah'ın katındandır."" diyorlar. Yazıklar olsun onlara,  elleriyle yazdıklarından dolayı. Yazıklar olsun onlara,  kazandıklarından dolayı.",Erhan Aktaş (10. Baskı)
87,2,80,"""Sayılı günlerin dışında ateş bize dokunmaz."" dediler. De ki: ""Allah'tan buna dair bir söz mü aldınız? Eğer böyle ise Allah,  kesinlikle verdiği sözden dönmez. Yoksa Allah'a karşı bilmediğiniz şey mi söylüyorsunuz?"".",Erhan Aktaş (10. Baskı)
88,2,81,"Hayır! Kim bir kötülük kazanır da yanlışları kendisini kuşatırsa,  onlar Cehennem ehlidir ve onlar,  orada kalıcıdırlar.",Erhan Aktaş (10. Baskı)
89,2,82,"İman edip,  salihatı yapanlar[1] Cennet ehlidirler. Ve onlar orada kalıcıdırlar.",Erhan Aktaş (10. Baskı)
90,2,83,"Hani! Bir zaman İsrailoğulları'ndan,  Allah'tan başkasına kulluk etmeyin; anne ve babaya,  öksüzlere,  düşkünlere iyilik yapın; insanlara iyi söz söyleyin,  ""salatı ikame edin,  zekatı yapın[1]"",  diye kesin söz almıştık. Sonra,  içinizden pek azınız hariç sözünüzden döndünüz. Ve sizler,  döneklik yapanlarsınız.",Erhan Aktaş (10. Baskı)
91,2,84,"Hani! Bir zamanlar sizden,  birbirinizin kanlarını dökmeyeceğinize ve birbirinizi yurtlarınızdan çıkarmayacağınıza dair kesin söz almıştık. Bu sözümüzü kabul ettiğinizin tanıkları sizlersiniz.",Erhan Aktaş (10. Baskı)
92,2,85,"Sonra siz o kimselersiniz ki; birbirinizi öldüren,  bir kısmınızı yurtlarından çıkarıp,  onlara karşı günahta ve düşmanlıkta iş birliği yapanlarsınız. Bir de esir olarak size gelirlerse,  onlarla fidyeleşiyorsunuz.[1] Oysa onları yurtlarından çıkarmak,  üzerinize haram kılınmıştı. Yoksa böyle yapmakla Kitap'ın bir kısmına inanıp bir kısmını inkar mı ediyorsunuz. Sizden böyle yapanların cezası dünya hayatında aşağılanma,  Kıyamet Günü'nde de en şiddetli azaba uğramaktır. Zira Allah,  yaptıklarınızdan habersiz değildir.",Erhan Aktaş (10. Baskı)
93,2,86,"Onlar,  dünya hayatına karşılık ahiret hayatını satan kimselerdir. Bundan dolayı onlardan azap hafifletilmeyecek ve onlara yardım da edilmeyecektir.",Erhan Aktaş (10. Baskı)
94,2,87,"Ant olsun ki Musa'ya Kitap'ı verdik. Ardı sıra resuller gönderdik. Meryem oğlu İsa'ya da Beyyinat'ı[1] verdik ve O'nu Kudus'un Ruhu[2] ile destekledik. Ne zaman bir elçi hoşunuza gitmeyen bir şey getirdiyse,  büyüklük taslayarak kimini yalanlayıp,  kimini de öldürmediniz mi?",Erhan Aktaş (10. Baskı)
95,2,88,"Ve onlar,  ""Kalplerimiz örtülüdür."" dediler. Hayır,  öyle değil,  Allah; onları,  Küfr'lerinden[1] dolayı lanetlemiştir.[2] Bu yüzden çok azı inanır.",Erhan Aktaş (10. Baskı)
96,2,89,"Onlara,  Allah katından yanlarındakini[1] tasdik edici bir kitap[2] gelince; daha önce Allah'tan kafirlere karşı üstünlük kazanmak için böyle bir şey istedikleri halde,  onlara bildikleri şey[3] gelince bu kez onu inkar ettiler. Allah'ın laneti,  gerçeği yalanlayan nankörlerin üzerinedir.",Erhan Aktaş (10. Baskı)
97,2,90,"Allah'ın,  dilediği kimseye kendi lütfundan indirmesini çekemeyerek; Allah'ın indirdiğini küfretmekle[1] kendilerini ne kötü bir şeye karşılık sattılar. Bundan dolayı art arda gelen gazabı hak ettiler. Gerçeği yalanlayan nankörler için alçaltıcı bir azap vardır.",Erhan Aktaş (10. Baskı)
98,2,91,"Onlara,  ""Allah'ın indirdiklerine iman edin."" denildiğinde,  ""Biz,  ancak bize indirilene[1] iman ederiz."" dediler. Ve ondan[2] başkasını kabul etmezler. Oysa O,  yanlarındakini tasdik eden,  hak bir kitaptır. Onlara de ki: ""Madem inanıyordunuz,  ne diye daha önce Allah'ın nebilerini öldürüyordunuz?""",Erhan Aktaş (10. Baskı)
99,2,92,"Gerçekten Musa size beyyinat[1] ile geldi. Sonra siz onun arkasından buzağı figürünü yaptınız.[2] İşte siz,  o zalimlersiniz.",Erhan Aktaş (10. Baskı)
100,2,93,"Hani sizden,  ""Size verdiğimizi kuvvetlice alın ve dinleyin."" diye kesin söz almış ve Tur'u üzerinize kaldırmıştık[1]. Demişlerdi ki: ""Dinledik ama itaat etmiyoruz."" Küfr'leri yüzünden kalplerine buzağı sevgisi içirildi. De ki: ""Eğer gerçekten inanıyorsanız,  inancınız sizden ne kötü şey istiyor!""",Erhan Aktaş (10. Baskı)
101,2,94,"De ki: ""Eğer Allah katında; ahiret yurdunun,  diğer insanların değil de yalnızca size ait olduğunu iddia eden sözünüzde samimi iseniz,  o zaman ölümü istesenize!""",Erhan Aktaş (10. Baskı)
102,2,95,"Ama elleriyle yaptıkları şeylerden dolayı,  ölümü asla istemezler. Allah,  zalimleri en iyi bilendir.",Erhan Aktaş (10. Baskı)
103,2,96,"Ve sen,  onları,  yaşamaya karşı insanların en ihtiraslısı,  hatta Allah'a ortak koşanlardan bile daha çok ihtiraslı bulacaksın. Her biri bin yıl yaşamak ister. Oysaki uzun ömürlü olmak,  böyle birini azaptan kurtarmaz. Zira Allah,  yaptıkları her şeyi görmektedir.",Erhan Aktaş (10. Baskı)
104,2,97,"De ki kim Cibril'e[1] düşmansa,  Bilsin ki O[2],  onu[3] iki eli arasındakileri[4] tasdik edici olarak Allah'ın izni ile[5] senin kalbine çokça indirdi. Müminler için bir hidayet ve müjde olarak.",Erhan Aktaş (10. Baskı)
105,2,98,"Kim Allah'a ve O'nun meleklerine,  resullerine,  Cibril'e[1],  Mikal'e[2] düşman olursa; iyi bilsin ki Allah da Kafirlere düşmandır.",Erhan Aktaş (10. Baskı)
106,2,99,"Ant olsun Biz,  sana apaçık ayetler indirdik. Ancak,  onları,  fasık[1] olanlar Küfr[2] eder.",Erhan Aktaş (10. Baskı)
107,2,100,"Onlar,  ne zaman bir söz verdilerse,  içlerinden bir grup onu bozmadı mı? Zaten onların çoğu iman etmiyorlar.",Erhan Aktaş (10. Baskı)
108,2,101,"Ne zaman onlara,  Allah'tan,  yanlarındakini tasdik edici bir elçi gelse,  Kitap Ehli'nden bir grup,  sanki hiç haberleri yokmuş gibi,  elçinin getirdiğine sırt çevirirler.",Erhan Aktaş (10. Baskı)
109,2,102,"Ve onlar,  Süleyman'ın sahip olduğu güç konusunda şeytanların[1] uydurdukları şeylere uydular. Oysa Süleyman gerçeğe aykırı bir şey[2] yapmadı. Ancak insanlara büyü yapmayı öğreten şeytanlar[3] gerçeği gizliyordu; Babil'deki iki meleğe/krala[4]; Harut ve Marut'a bir şey indirilmiş değildi. Hatta bu iki melek/kral: ""Biz fitneyiz,  sakın kafir olma!"" demedikçe,  hiç kimseye bir şey öğretmiyorlardı. Fakat onlar,  o ikisinden karı ile kocanın arasını açacak şeyler öğrenmeye çalışıyorlardı. Ancak,  Allah'ın izni olmadıkça bu şeyle hiç kimseye zarar veremezler. Onlar,  kendilerine bir faydası olmayan,  sadece zarar verecek şeyleri öğreniyorlardı. Halbuki onlar,  büyü ile uğraşanların ahirette bir nasiplerinin olmayacağını biliyorlardı. Kendilerini karşılığında sattıkları şey ne kötüdür. Keşke bilselerdi.",Erhan Aktaş (10. Baskı)
110,2,103,"Eğer onlar iman edip takva sahibi[1] olsalardı,  Allah katında kazanacakları sevap hayırlı olurdu. Keşke bilselerdi.",Erhan Aktaş (10. Baskı)
111,2,104,"Ey iman edenler! ""raina[1]"" demeyin,  ""unzurna[2]."" deyin ve dinleyin. Gerçeği yalanlayan nankörler için can yakıcı bir azap vardır.",Erhan Aktaş (10. Baskı)
112,2,105,"Kitap Ehli'nin ve Müşriklerin kafirleri[1] Rabb'inizden,  size bir hayrın indirilmesini istemezler. Oysa Allah,  rahmetini dilediği kimseye ayırır. Allah,  Büyük Lütuf Sahibi'dir.",Erhan Aktaş (10. Baskı)
113,2,106,"Biz,  bir ayeti yürürlükten kaldırır veya unutturursak ya onun dengini ya da ondan daha iyisini getiririz. Sen,  Allah'ın her şeye gücü yeten olduğunu bilmez misin?[1]",Erhan Aktaş (10. Baskı)
114,2,107,Yerlerin ve göklerin egemenliğinin Allah'a ait olduğunu bilmez misin? Sizin için Allah'ın yanı sıra ne bir veli[1] ne de bir yardımcı vardır.,Erhan Aktaş (10. Baskı)
115,2,108,"Yoksa siz de daha önce Musa'yı sorguya çekenler gibi,  elçinizi sorguya çekmek mi istiyorsunuz? Her kim,  iman yerine küfrü tercih ederse o dosdoğru yoldan sapmış olur.",Erhan Aktaş (10. Baskı)
