sira,sure,ayet,metin,hoca
42,2,35,"Bundan sonra dedik ki: ""Ey Adem, sen ve senin halini, yaşamını paylaştığın (eşin - bedenin), cennet boyutunu mesken edinin. Dilediğinizce bu boyutun nimetleriyle yaşayın ve şu ağaca da yaklaşmayın, (yaklaşırsanız) zalimlerden olursunuz. """,Ahmed Hulusi
43,2,36,"Bundan sonra şeytan onları içinde yaşadıkları (boyuttan) kaydırttı. Biz de dedik ki: ""Bir kısmınız diğerine (ruh ve beden) düşman olarak inin. Sizin (ve nesliniz) için bir süre arzda (beden boyutu şartlarında) yaşam ve belli bir süre oradan yararlanma söz konusudur. """,Ahmed Hulusi
44,2,37,"Adem, Rabbinden (beynindeki Esma mertebesi boyutundan) gelen ilim ile -kelimeler- (yapmaması gerekeni fark edip, kendisinden açığa çıkan vehmine tabi olma hatasını itiraf edip) tövbe etti. Tövbesi kabul edildi. Şüphesiz ki HU; O, tövbeyi kabul edip Rahıymiyeti ile bunun güzel sonuçlarını yaşatandır.",Ahmed Hulusi
45,2,38,"Dedik: ""İnin hepiniz oradan (kendinizi bedensiz hissettiğiniz şuur boyutundan - cennet yaşamından). . . Benden size HÜDA (hakikatinizi idrak ettirici Rasul - ilim) geldiğinde kim HÜDAma tabi olursa onlara ne korku vardır ne de mahzun olacakları bir şey. """,Ahmed Hulusi
46,2,39,"Onlar ki bizim işaretlerimizi inkar edip yalanlarlar, işte onlar sonsuza dek ateş (azap) içindedirler.",Ahmed Hulusi
47,2,40,"İsrailoğulları (dedim). . . Size bağışladığım nimeti hatırlayın ve verdiğiniz sözü yerine getirin, ki ben de size olan (varoluşunuzdaki hilafet) sözümü yerine getireyim. Yalnız benden çekinin!",Ahmed Hulusi
48,2,41,"Ve iman edin sizde olanı (Tevrat'ı) tasdik eden, indimizden inzal ettiğimize (Kuran'a).  O gerçeği inkar edenlerin ilki olmayın. Varlığınızdaki (B sırrı kapsamındaki) işaretlerimi (Esma'nın açığa çıkış kuvvelerini) az bir dünya değerine değişmeyin. Benden korunun!",Ahmed Hulusi
49,2,42,"Gerçeği (Hakk'ı), aslı olmayana (batıla) karıştırmayın! Bildiğiniz halde gerçeği gizliyorsunuz!",Ahmed Hulusi
50,2,43,"Salatı ikame edin (afaki ve enfüsi yönelişi yaşayın), zekatı (size bağışlananın bir kısmını karşılıksız) verin; rüku edenlerle beraber rüku edin.  (Varlığınızdaki Allah Esma'sının azametini hissedip, tespih edin ve bunun nefsin hakikati olan Muhıyt tarafından algılandığını, rükudan kalkıp ""semi'Allahu. . . . . . "" derken fark edin. )",Ahmed Hulusi
51,2,44,"İnsanlara Birr'i (Allah Esma'sının sizde oluşturduğu güzelliği yaşamayı) tavsiye ederken, kendi nefsinizde bunu (hissedip) yaşamayı unutuyor musunuz? Oysa Kitabı (varlığın hakikati bilgisini) okuyorsunuz. . . Hala aklınızı kullanmayacak mısınız?",Ahmed Hulusi
52,2,45,(Varlığınızdaki Esma kuvvesine dayanarak) sabredin ve ona yönelerek (salat ile) yardım isteyin. Allah'a haşyet duymayanın benliğine kesinlikle bu iş ağır gelir!,Ahmed Hulusi
53,2,46,"O haşyet duyanlar, (nefslerinin Esma'sıyla hakikati olan) Rablerine (benliklerinin yokluğunu hissederek) ereceklerini düşünürler ve nitekim O'na dönerler!",Ahmed Hulusi
54,2,47,"Ey İsrailoğulları, size bağışım olan (verdiğim ilim dolayısıyla) nimetimi, sizi çeşitli toplumlara üstün kılışımı hatırlayın.",Ahmed Hulusi
55,2,48,"Kimsenin kimseyi kurtarmak için bir şey ödeyemeyeceği süreçten korunun; (o süreçte) ne (birbirine) şefaat kabul edilir, ne fidye ödenerek biri kurtarılabilir ne de onlara yardım gelir.",Ahmed Hulusi
56,2,49,"Sizi Firavun ailesinden de kurtarmıştık, ki size en kötü azabı yaşattırıyorlardı. Erkek çocuklarınızı boğazlayıp, kadınlarınızı hayatta bırakıyorlardı. Rabbinizin azametli bir belası içindeydiniz.",Ahmed Hulusi
57,2,50,Varlığınızdaki Allah Esma'sı kuvvesinin açığa çıkartılmasıyla denizi yarıp sizi kurtarmış; Firavun ailesini ise size bakıp dururken boğmuştuk!,Ahmed Hulusi
58,2,51,"Musa'ya kırk gece vadetmiştik de, siz de o süreçte buzağıyı (tanrı) edinmiştiniz, zalimler olarak (nefsinize zulmetmiştiniz).",Ahmed Hulusi
59,2,52,Bu olaydan sonra sizi affetmiştik belki şükredersiniz (değerlendirirsiniz) diye.,Ahmed Hulusi
60,2,53,Hani Musa'ya Kitabı (varlığın hakikati bilgisini) ve Furkan'ı (doğrularla yanlışları ayırt etme yetisini - bilgisini) vermiştik; gerçeğe yönelesiniz diye.,Ahmed Hulusi
61,2,54,"Musa kavmine şöyle demişti: ""Ey kavmim, buzağıyı kendinize (tanrı) edinerek nefslerinizdekine (hakikatinize) zulmettiniz! Bu yüzdendir ki Bari'ye (varlığı kendi Esma'sından olarak özel bir yapıda yaratana) tövbe edin (varlığınızdaki kendisini inkar edip, dışınızda tanrı edindiğiniz için) ve benliklerinizi öldürün! Bunu yapmanız Bari indinde hayırlıdır, tövbenizi kabul eder. Muhakkak ki O, tövbe edeni affeden ve sonucunda rahmetini bağışlayandır. """,Ahmed Hulusi
62,2,55,"""Ya Musa, biz Allah'ı dışarıda, açıkta görmedikçe iman etmeyiz"" demiştiniz de; bunun üzerine yıldırım (varlığınızı yok eden hakikat bilgisi) çarpmıştı sizi, siz bakıp dururken!",Ahmed Hulusi
63,2,56,"Sonra, ölümü (yokluğunuzu - gerçekte yegane var olanın Vahid-ül Kahhar olduğu gerçeğini) tatmanızın akabinde, yeni bir anlayışla hayata başlatmıştık sizi, belki bunu değerlendirirsiniz diye.",Ahmed Hulusi
64,2,57,"Ve sizi (yakıcı Hakikatten perdeleyen ve beşeriyetinizin idamesini sağlayan) bulutla gölgeledik; üzerinize menn (varlığınızı oluşturan Allah Esma'sındaki kudret kuvvesi) ve selva (manevi aleminizi hissetme duygusu) inzal ettik (hakikatinizden şuurunuza). . . ""Rızık olarak verdiğimiz temiz şeyleri yeyin"", dedik. Onlar (hakikat bilgisini değerlendirmeyerek) bize zulmetmediler, kendi nefslerine zulmettiler! (Burada ayetin bir batın yorumuna yer verilmiştir zahir anlamı yanı sıra. A. H. )",Ahmed Hulusi
65,2,58,"Hani şunu demiştik onlara: ""Şu karyeye (boyuta) girin ve orada dilediğiniz şekilde (o boyutun nimetlerini) yeyin. . . Kapısından da secde ederek (varlığınızın yokluğunu, yalnızca Allah Esma'sının var olduğunu itiraf ederek) girin ve (benlik hissinizden dolayı) mağfiret dileyin. . . Ki (benliğinizin oluşturduğu) hatalarınızı mağfiret edelim.  Kendisine bağışlananları başkalarıyla karşılıksız paylaşanlara (muhsinlere) daha da arttıracağız. """,Ahmed Hulusi
66,2,59,"Ne var ki, onların arasındaki nefsine zulmedenler, kendilerine söylenen sözü başka bir sözle değiştirdiler. Bunun sonucu olarak biz de semadan (beyindeki amigdala özelliklerinden) ricz (vehim, azaba sebep olacak fikirler) inzal ettik.",Ahmed Hulusi
67,2,60,"Hani Musa kavmi için su istemişti de: ""(Varlığındaki Esma kuvvesiyle) asanı taşa vur"" demiştik. (Vurunca) taştan on iki gözeden su fışkırmıştı. Her grup insan kendi meşrebini (su içeceği yeri) bildi. ""Allah rızkından yeyin için, arzda fesat çıkarıcılar olarak aşırı gitmeyin"" dedik.",Ahmed Hulusi
68,2,61,"Ne demiştiniz Musa'ya. . . ""Biz tek gıda ile yetinmeyiz; bizim için Rabbine dua et de bize arzda yetişenlerden; baklasından, hıyarından, sarımsağından, mercimeğinden ve soğanından versin!"" Musa sordu: ""Size verilmiş hayırlı ve üstün olanı, adi değersiz şeylerle mi değiştirmek istiyorsunuz? Şehre inin o zaman, istediğinize kavuşursunuz. "" Bundan sonra üzerlerine zillet ve meskenet vuruldu. Allah'tan (hakikatlerindekini yaşamaktan) gadaba uğradılar (dışa dönük bir yaşama geçtiler). Çünkü Allah'ın nefslerindeki işaretlerini (Esma kuvvelerini) örtüp, inkar edip; Hakk'ın muradına karşı (nefsaniyetlerine uyarak) Nebileri öldürüyorlardı. Kendilerinden açığa çıkan isyan sonucu, sınır tanımadan, çok ileri gittiler.",Ahmed Hulusi
69,2,62,"(Gizli şirk içinde olsalar bile {Yusuf: 106}) iman edenler, Yahudiler, Hristiyanlar ve Sabiiler (yıldızların tanrı olduğuna inanıp onlara tapanlar) arasından; nefslerinin Allah Esma'sından meydana geldiğine ve gelecekte yaşanacak sürece iman edenler ve bunun gereği kendilerini selamete çıkaran çalışmalara devam edenler, Rablerinin (Esma bileşimlerinin) indinde ecre (bunun getirisi olan kuvvelere) kavuşurlar. Onlar için ne korkulacak bir şey kalır ne de onları üzecek bir olay!",Ahmed Hulusi
70,2,63,Hani sizden söz almıştık ve Tur'u da üstünüze kaldırmıştık (Musa'nın bir mucizesi). Size verdiğimizi (hakikat bilgisini) bir kuvve olarak tutun ve onun içinde olanı zikredip hatırlayın ki korunabilesiniz.,Ahmed Hulusi
71,2,64,Oysa bunun ardından yine yüz çevirip eski halinize döndünüz! Allah'ın fazlı ve rahmeti olmasa kesin hüsrana uğrayanlardan olurdunuz.,Ahmed Hulusi
72,2,65,"Yemin olsun ki sizden Sebt'te (Cumartesi'ye hürmet etmeyip) haddini aşanları siz bilirsiniz. Onlara şöyle dedik: ""Aşağılık maymunlar (hakikatinin getirisini yaşamayı terk edip taklitle yaşayanlar) olun!""",Ahmed Hulusi
73,2,66,"Bu; olayı yaşayanlara ve onlardan sonra gelenlere ibret bir ceza olsun; korunmak isteyenler de bundan öğüt alsınlar, diyedir.",Ahmed Hulusi
74,2,67,"Hani Musa kavmine demişti ki: ""Allah size, bir inek boğazlamanızı emrediyor. . . "" Dediler: ""Sen bizimle alay mı ediyorsun?"" Musa: ""Cahillerden olmaktan hakikatim olan Allah'a sığınırım!""",Ahmed Hulusi
75,2,68,"Dediler: ""Bizim için Rabbine yönel de bildirsin nasıl bir şey (kesmemizi) istiyor?"" ""Kesinlikle O diyor ki, o ne yaşlı ne de çok genç, ikisi arası bir inektir. . . "" Hadi emredileni uygulayın.",Ahmed Hulusi
76,2,69,"(Aldıkları cevapla tatmin olmayıp daha gereksiz detaya indiler) dediler: ""Rabbine yönel de bize ne renk olduğunu bildirsin!"" ""Kesinlikle O diyor ki, o (kesecekleri) sapsarı parlak renkli bir inektir ki, bakanlara zevk verir. """,Ahmed Hulusi
77,2,70,"(Üstelediler) dediler: ""Rabbine yönel de açıklasın bize nasıl bir inek kesmemizi istiyor; zira bu tarife benzer çok inek var? İnşaAllah biz tam istenilen ineği buluruz"". . .",Ahmed Hulusi
78,2,71,"O diyor ki: ""Muhakkak ki o inek boyunduruğa bağlanmamış, toprak sürmemiş, ekini sulamamış, serbest bırakılmış dolaşan, alacası olmayan biri!"" Dediler: ""İşte şimdi Hak olarak ortaya koydun isteneni. "" İşte bundan sonra (güçlükle bulup o vasıftaki tek ineği) boğazladılar. . . (Ancak çok bedel ödediler o özellikteki tek inek için. ) Neredeyse başaramayacaklardı!",Ahmed Hulusi
79,2,72,"Hani siz birini öldürmüştünüz de, onun hakkında tartışıp birbirinize düşmüştünüz. Oysa Allah sakladığınızı açığa çıkarandır!",Ahmed Hulusi
80,2,73,"""Onun (boğazlanan ineğin) bir parçasıyla (özünüzdeki ilahi kuvveyi kullanarak) vurun (öldürülene)!"" dedik. İşte böylece hayata kavuşturur ölüyü. . . Size böylece (varlığınızdaki kuvvenin) işaretlerini gösterir, ta ki aklınızı kullanın (değerlendirin).",Ahmed Hulusi
81,2,74,"Bu olayın ardından kalpleriniz yine katılaştı, taş gibi, hatta daha da katı (varlığındaki Hakk'ı açığa çıkaramaz oldu). . . Oysa bazı taşlar vardır ki, içinden nehirler fışkırır; ve bazıları da vardır ki şak diye yarılır da ondan su çıkar. Öyle taşlar vardır ki, haşyetullahtan düşüp yuvarlanır. . . Allah sizden açığa çıkanlardan (varlığınızı Esma'sıyla oluşturduğu için) asla perdeli değildir.",Ahmed Hulusi
82,2,75,"Şimdi siz ey iman edenler, (genetik geçmişi bu olan Yahudilerin) size inanmalarını mı ümit ediyorsunuz? Oysa onların bir kısmı vardı ki, kelamullahı (Musa'yı) dinler, dediklerini anlar, sonra da bile bile tahrif ederlerdi (değiştirirler başka anlamlara çevirirlerdi).",Ahmed Hulusi
83,2,76,"Bunlar iman edenlerle karşılaştıklarında ""iman ettik"" derler; sonra da birbirleriyle başbaşa kaldıklarında, ""Allah'ın size açtığı hakikati, aleyhinizde delil olarak kullanmaları için mi bunlara anlatıyorsunuz, bunu düşünemiyor musunuz?"" derler.",Ahmed Hulusi
84,2,77,"Bilmiyorlar mı Allah'ın, gizlediklerini de açığa çıkardıklarını da bildiğini!",Ahmed Hulusi
85,2,78,"Onlardan ümmi olanlar vardır ki, vehmettikleri (kafalarında şartlanmalarına göre kurguladıkları) ötesinde Kitabı (hakikat bilgisini) bilmezler; (asılsız) zanlarıyla yaşarlar.",Ahmed Hulusi
86,2,79,"Yazıklar olsun kendi elleriyle (nefsani doğrultuda) bir takım bilgileri yazıp, sonra da az bir paha karşılığı için ""Bu Allah indindendir"" diyenlere!. . Yazıklar olsun elleriyle yazıya döktükleri bilgilere! Yazıklar olsun bu yolla elde ettikleri kazanca!",Ahmed Hulusi
87,2,80,"Ve dahi onlar dedi ki: ""Sayılı günler ötesinde ateş bizi yakmayacak!"" De ki onlara: ""İndAllah'tan (hakikatinizden gelen bir) söz mü aldınız? Allah asla sözünden dönmez! Oysa siz Allah hakkında uydurma şeyler konuşuyorsunuz!""",Ahmed Hulusi
88,2,81,"Hayır! Gerçek onların sandığı gibi değil! Kim bir kötülük kazanırsa (düşündükleri veya elleriyle yaptıklarından dolayı) ve de o hatası kendisini (düşünce sistemini) kuşatırsa (hakikatı göremez hale gelirse), işte onlar ateş (yanma) ehlidir sonsuza dek!",Ahmed Hulusi
89,2,82,"Onlar ki iman ederler ve salaha erdirici fiiller ortaya koyarlar, işte onlar cennet ehlidir ve sonsuza dek orada kalırlar.",Ahmed Hulusi
90,2,83,"Hani İsrailoğullarından söz almıştık; Allah gayrını var kabul edip ona tapınmayın, ana-babanızın hakkını verin, yakınlarınıza, yetimlere, yoksullara ihsanda bulunun; insanlara güzel (Hakk'a erdirici) sözler söyleyin; namazı ikame edip zekatı verin. (Onlardaki namaz ve zekat İslam'dakinden farklıydı. ) Ancak bundan sonra, birazınız hariç, yüz çevirdiniz ve hala da çevirmekte devam ediyorsunuz.",Ahmed Hulusi
